School Name,NCES School ID,County Name,Street Address,City,State,ZIP,ZIP 4-digit,Phone,Locale Code,Locale,Charter,Magnet,Title I School,Title 1 School Wide,Students,Teachers,Student Teacher Ratio,Free Lunch,Reduced Lunch,Directly Certified
Bronson JrSr High School,260696004294,Branch County,450 EAST GRANT ST,BRONSON,MI,49028,1524,(517)369-3230,42,Rural: Distant,No,No,No,†,545,25,21.8,283,43,–
Brooks Correctional Facility,260000107929,Muskegon County,2500 SOUTH SHERIDAN DR,MUSKEGON,MI,49444,2665,(231)773-9200,13,City: Small,No,No,No,†,0,0,†,–,–,–
Brookside Learning Center,268022000479,Cass County,61662 DAILEY RD,CASSOPOLIS,MI,49031,9648,(269)445-6260,42,Rural: Distant,No,No,No,†,50,14,3.57,28,1,–
Brown City High School,260704004301,Sanilac County,4400 Second St PO Box 160,Brown City,MI,48416,160,(810)346-4700,42,Rural: Distant,No,No,Yes,Yes,362,16.45,22.01,179,23,–
Buchanan High School,260714004308,Berrien County,401 WEST CHICAGO ST,BUCHANAN,MI,49107,1044,(269)695-8403,21,Suburb: Large,No,No,No,†,537,32.2,16.68,187,20,–
Buchanan Step Up,260714008702,Berrien County,401 West Chicago Street,Buchanan,MI,49107,,(269)695-8401,21,Suburb: Large,No,Yes,Yes,Yes,25,1.75,14.29,19,0,–
Buchanan Virtual Academy,260714008624,Berrien County,401 W CHICAGO ST,BUCHANAN,MI,49107,1044,(269)695-8401,21,Suburb: Large,No,No,Yes,Yes,110,1.75,62.86,59,4,–
Buckley Community Schools,260717004313,Wexford County,305 SOUTH 1ST ST,BUCKLEY,MI,49620,9764,(231)269-3325,42,Rural: Distant,No,No,Yes,Yes,468,29.79,15.71,200,37,–
Bullock Creek High School,260732004320,Midland County,1420 SOUTH BADOUR RD,MIDLAND,MI,48640,9543,(989)631-2340,41,Rural: Fringe,No,No,No,†,518,27.4,18.91,138,16,–
Burger Development Center,261554005219,Wayne County,28865 CARLYSLE ST,INKSTER,MI,48141,2806,(734)729-1830,21,Suburb: Large,No,No,No,†,118,44,2.68,55,4,–
Burr Oak High School,260741004327,St. Joseph County,PO Box 337,Burr Oak,MI,49030,337,(269)489-5534,42,Rural: Distant,No,No,Yes,Yes,80,3.48,22.99,55,9,–
Burr Oak Virtual Academy,260741008787,St. Joseph County,PO Box 337,Burr Oak,MI,49030,,(269)489-2213,42,Rural: Distant,No,No,Yes,Yes,167,0,†,127,7,–
Burt Township School,260747004328,Alger County,PO Box 338,Grand Marais,MI,49839,338,(906)494-2521,43,Rural: Remote,No,No,Yes,Yes,29,6,4.83,23,0,–
Byron Area High School,260753004329,Shiawassee County,312 WEST MAPLE ST,BYRON,MI,48418,9797,(810)266-4620,41,Rural: Fringe,No,No,Yes,No,261,13.37,19.52,87,7,–
Byron Center Charter School,260009600600,Kent County,9930 BURLINGAME AVE SW,BYRON CENTER,MI,49315,8631,(616)878-4852,41,Rural: Fringe,Yes,No,Yes,Yes,197,17.11,11.51,71,18,–
Byron Center High School,260756004332,Kent County,8500 BURLINGAME AVE SW,BYRON CENTER,MI,49315,6941,(616)878-6600,41,Rural: Fringe,No,No,No,†,1306,77.09,16.94,218,38,–
CA Alternative EdAtlantis,260789001811,Genesee County,G3493 Beveridge Rd,Flint,MI,48532,4902,(810)591-8220,21,Suburb: Large,No,No,Yes,Yes,80,2.9,27.59,66,1,–
CA Frost Environmental Science Academy Middle High School,261644001634,Kent County,1417 COVELL AVE NW,GRAND RAPIDS,MI,49504,2613,(616)819-2550,12,City: Midsize,No,No,Yes,Yes,367,19,19.32,222,41,–
Cadillac Innovation High School,260759007733,Wexford County,9600 EAST 13TH ST,CADILLAC,MI,49601,9574,(231)876-5900,33,Town: Remote,No,No,Yes,Yes,148,5.21,28.41,108,5,–
Cadillac Senior High School,260759004340,Wexford County,400 LINDEN ST,CADILLAC,MI,49601,1704,(231)876-5800,33,Town: Remote,No,No,Yes,Yes,899,39.34,22.85,366,45,–
Caledonia High School,260762004346,Kent County,9050 KRAFT AVE SE,CALEDONIA,MI,49316,7304,(616)891-8129,21,Suburb: Large,No,Yes,No,†,1500,68.73,21.82,218,36,–
Calhoun Area Career Center,268020007819,Calhoun County,475 ROOSEVELT AVE E,BATTLE CREEK,MI,49017,3333,(269)968-2271,13,City: Small,No,No,No,†,0,19.66,†,–,–,–
Calhoun County Juvenile Home,268020007803,Calhoun County,14555 18 12 MILE RD,MARSHALL,MI,49068,8300,(269)789-3507,41,Rural: Fringe,No,No,No,†,15,4,3.75,10,0,–
Calumet High School,260769004352,Houghton County,57070 MINE ST,CALUMET,MI,49913,2949,(906)337-0311,33,Town: Remote,No,No,No,†,491,26.04,18.86,181,36,–
Cambridge Alternative High School,261554002045,Wayne County,28901 CAMBRIDGE ST,GARDEN CITY,MI,48135,2113,(734)762-8430,21,Suburb: Large,No,No,Yes,Yes,305,12.5,24.4,214,9,–
CamdenFrontier K12 School,260771004355,Hillsdale County,4971 WEST MONTGOMERY RD,CAMDEN,MI,49232,9606,(517)368-5255,42,Rural: Distant,No,No,Yes,Yes,492,33.93,14.5,249,22,–
Canton High School,262856006421,Wayne County,8415 NORTH CANTON CENTER RD,CANTON,MI,48187,1308,(734)416-2850,21,Suburb: Large,No,Yes,No,†,1957,96.65,20.25,323,50,–
Canton Preparatory High School,260108008635,Wayne County,46610 CHERRY HILL RD,CANTON,MI,48187,4801,(734)404-6776,21,Suburb: Large,Yes,No,Yes,No,581,25.43,22.85,194,26,–
Capac JrSr High School,260780004358,St. Clair County,541 NORTH GLASSFORD ST,MUSSEY,MI,48014,3070,(810)395-3800,42,Rural: Distant,No,No,Yes,Yes,331,16.25,20.37,152,14,–
Capac Virtual Education Program,260780008331,St. Clair County,403 NORTH GLASSFORD ST,CAPAC,MI,48014,3016,(810)395-3792,42,Rural: Distant,No,No,Yes,Yes,98,10.4,9.42,49,6,–
Capital Area K12 Online,262115009019,Ingham County,4200 WAINWRIGHT AVE,LANSING,MI,48911,2248,(517)755-1650,12,City: Midsize,No,No,Yes,Yes,651,12,54.25,480,16,–
CAPS Academy,261083008899,Ottawa County,198 EAST ST,COOPERSVILLE,MI,49404,1211,(616)997-3205,41,Rural: Fringe,No,Yes,Yes,Yes,21,0,†,14,2,–
Capstone Academy Charter School SDA South Campus,260101308336,Wayne County,3500 John R Street,Detroit,MI,48201,,(313)202-6082,11,City: Large,Yes,No,Yes,Yes,49,2.8,17.5,49,0,–
Capstone Academy Charter SchoolMayfield,260101308820,Wayne County,15255 Mayfield,Detroit,MI,48205,,(313)924-8518,11,City: Large,Yes,No,Yes,Yes,11,1.1,10,11,0,–
CapstoneWayne Co Juvenile Detention Fac,260101308822,Wayne County,1326 St Antoine,Detroit,MI,48226,,(313)831-3510,11,City: Large,Yes,No,Yes,Yes,74,3.35,22.09,71,0,–
Career and Alternative Pathways to Education Center,260483007861,Berrien County,636 PIPESTONE ST,BENTON HARBOR,MI,49022,4152,(269)605-1900,23,Suburb: Small,No,Yes,Yes,Yes,96,2.5,38.4,95,0,–
Career and Technical Education,268050501346,Houghton County,809 HECLA ST,HANCOCK,MI,49930,1212,(906)482-4250,33,Town: Remote,No,No,No,†,0,7.25,†,–,–,–
Career and Technical Education Center,268056007944,Iosco County,27 NORTH REMPERT RD,TAWAS CITY,MI,48763,9752,(989)362-3006,42,Rural: Distant,No,No,No,†,0,6,†,–,–,–
Career Connections Academy,263555008315,Allegan County,870 East Superior Street,Wayland,MI,49348,,(269)792-2254,31,Town: Fringe,No,No,Yes,Yes,35,1,35,19,0,–
Career Development School,261638008122,Ottawa County,106 SOUTH 6TH ST,GRAND HAVEN,MI,49417,1418,(616)850-6800,22,Suburb: Midsize,No,No,Yes,Yes,9,0.14,64.29,4,0,–
Career Opportunities Center,263039000709,Saginaw County,2102 WEISS ST,SAGINAW,MI,48602,5049,(989)399-6150,13,City: Small,No,No,No,†,9,24.6,0.37,0,3,–
Career Preparation,262613008494,Oakland County,41500 GARDENBROOK RD,Novi,MI,48375,1313,(248)449-1717,13,City: Small,No,No,Yes,Yes,34,2.28,14.91,16,0,–
Career Preparation Center,263519001586,Macomb County,12200 15 MILE RD,STERLING HEIGHTS,MI,48312,4000,(586)698-4172,21,Suburb: Large,No,No,No,†,0,15,†,–,–,–
Careerline Tech Center,268090007921,Ottawa County,13663 PORT SHELDON ST,HOLLAND,MI,49424,9244,(616)738-8950,41,Rural: Fringe,No,No,No,†,0,34,†,–,–,–
CarmanAinsworth High School,260789004373,Genesee County,1300 N Linden Rd,Flint,MI,48532,2341,(810)591-3240,21,Suburb: Large,No,No,No,†,1138,59.7,19.06,797,65,–
CarneyNadeau Public School,260801004374,Menominee County,PO Box 68,Carney,MI,49812,68,(906)398-3052,43,Rural: Remote,No,Yes,Yes,Yes,242,16.9,14.32,125,24,–
Caro Alternative High School,260804000994,Tuscola County,217 N STATE ST,CARO,MI,48723,1560,(989)673-6845,32,Town: Distant,No,No,Yes,Yes,61,2.17,28.11,41,1,–
Caro High School,260804004376,Tuscola County,301 NORTH HOOPER ST,CARO,MI,48723,1474,(989)673-3165,32,Town: Distant,No,No,No,†,441,22.98,19.19,201,20,–
Carrollton High School,260807004379,Saginaw County,1235 MAPLERIDGE RD,SAGINAW,MI,48604,1904,(989)753-3433,22,Suburb: Midsize,No,No,Yes,Yes,498,25.1,19.84,335,42,–
Carson City Correctional Facility,260000107852,Montcalm County,PO Box 5000,Carson City,MI,48811,5000,(517)584-3941,43,Rural: Remote,No,No,No,†,0,0,†,–,–,–
Carson CityCrystal Alternative Academy,260813008553,Montcalm County,213 E SHERMAN ST,CARSON CITY,MI,48811,8569,(989)584-6927,43,Rural: Remote,No,No,Yes,Yes,49,1,49,39,1,–
Carson CityCrystal High School,260813004383,Montcalm County,PO Box 780,Carson City,MI,48811,780,(989)584-3175,43,Rural: Remote,No,No,Yes,Yes,260,11.45,22.71,117,10,–
CarsonvillePort Sanilac HS,260816004387,Sanilac County,100 NORTH GOETZE RD,CARSONVILLE,MI,48419,9745,(810)657-9394,42,Rural: Distant,No,No,Yes,Yes,174,9.55,18.22,92,16,–
CarsonvillePort Sanilac Learning Center,260816001828,Sanilac County,100 NORTH GOETZE RD,CARSONVILLE,MI,48419,9745,(810)657-9393,42,Rural: Distant,No,No,Yes,Yes,48,0.17,282.35,35,2,–
CASA,261428001898,Oakland County,23561 ROSEWOOD ST,OAK PARK,MI,48237,2231,(248)691-8502,21,Suburb: Large,No,No,No,†,0,1.3,†,–,–,–
Caseville School K12,260828004388,Huron County,PO Box 1068,Caseville,MI,48725,1068,(989)856-2311,43,Rural: Remote,No,No,Yes,Yes,248,16.9,14.67,150,19,–
Casman Alternative Academy,260015200931,Manistee County,225 9TH ST,MANISTEE,MI,49660,3109,(231)723-4981,33,Town: Remote,Yes,Yes,Yes,Yes,65,5.02,12.95,62,0,–
Cass City Jr and Sr High School,260840004391,Tuscola County,4868 SEEGER ST,CASS CITY,MI,48726,9401,(989)872-2148,43,Rural: Remote,No,No,Yes,Yes,454,21.69,20.93,181,30,–
Cass Technical High School,260110304669,Wayne County,2501 2ND AVE,DETROIT,MI,48201,2605,(313)263-2000,11,City: Large,No,No,Yes,Yes,2405,100.5,23.93,1346,34,–
Cassopolis Alternative Ed,260843000809,Cass County,22721 DIAMOND COVE ST,CASSOPOLIS,MI,49031,9711,(269)445-0536,42,Rural: Distant,No,No,Yes,Yes,10,0.15,66.67,2,1,–
Cassopolis High School,260843004397,Cass County,22721 DIAMOND COVE ST,CASSOPOLIS,MI,49031,9711,(269)445-5733,42,Rural: Distant,No,No,Yes,Yes,280,13.78,20.32,148,10,–
Cedar Springs High School,260852004400,Kent County,204 EAST MUSKEGON ST,CEDAR SPRINGS,MI,49319,9326,(616)696-1200,31,Town: Fringe,No,No,No,†,1108,48.48,22.85,331,42,–
Cedar Street Community and Family Center,262766001916,Van Buren County,555 CEDAR ST,PAW PAW,MI,49079,1182,(269)415-5700,31,Town: Fringe,No,No,Yes,Yes,112,3.65,30.68,58,0,–
Cedarville School,262142005850,Mackinac County,PO Box 366,Cedarville,MI,49719,366,(906)484-2256,43,Rural: Remote,No,No,Yes,Yes,208,16.05,12.96,67,6,–
Center for Innovation,262118007659,Lapeer County,170 Millville Rd,LAPEER,MI,48446,2965,(810)667-2453,31,Town: Fringe,No,No,Yes,Yes,193,15.65,12.33,120,4,–
Center for Success at Pleasant View,262115008947,Ingham County,4501 PLEASANT GROVE RD,LANSING,MI,48910,5097,(517)755-1600,12,City: Midsize,No,No,Yes,Yes,21,0,†,16,0,–
Center Line High School,260858004404,Macomb County,26300 Arsenal,Center Line,MI,48015,,(586)510-2100,21,Suburb: Large,No,No,No,†,626,35.86,17.46,388,44,–
Central Academy,260016301004,Washtenaw County,2459 SOUTH INDUSTRIAL HWY,ANN ARBOR,MI,48104,6129,(734)822-1100,12,City: Midsize,Yes,No,Yes,Yes,538,37.61,14.3,473,6,–
Central High School,261461005155,Kent County,5901 HALL ST SE,GRAND RAPIDS,MI,49546,3849,(616)493-8700,21,Suburb: Large,No,No,No,†,1136,51.56,22.03,137,9,–
Central High School,261638005278,Ottawa County,106 SOUTH 6TH ST,GRAND HAVEN,MI,49417,1418,(616)850-6800,22,Suburb: Midsize,No,No,Yes,Yes,91,5.96,15.27,47,3,–
Central High School,263387006949,Grand Traverse County,1150 MILLIKEN DR,TRAVERSE CITY,MI,49686,2875,(231)933-6500,33,Town: Remote,No,No,No,†,1449,59.04,24.54,331,42,–
Central High School,260110304670,Wayne County,2425 Tuxedo Street,Detroit,MI,48206,1222,(313)252-3000,11,City: Large,No,No,Yes,Yes,315,18.8,16.76,269,5,–
Central Lake Public Schools,260861004410,Antrim County,8169 W State St,Central Lake,MI,49622,128,(231)544-3341,43,Rural: Remote,No,No,Yes,Yes,258,22.73,11.35,147,33,–
Central Michigan Correctional Facility,260000107887,Gratiot County,8201 NORTH CROSWELL RD,SAINT LOUIS,MI,48880,9210,(989)681-4361,32,Town: Distant,No,No,No,†,1,0,†,†,†,†
Central Montcalm Middle High School,260864004412,Montcalm County,1480 SOUTH SHERIDAN RD,STANTON,MI,48888,8906,(989)831-2100,42,Rural: Distant,No,No,No,†,812,35.4,22.94,468,111,–
Centreville Adult Education,260867008068,St. Joseph County,P O Box 158,Centreville,MI,49032,,(269)467-5215,42,Rural: Distant,No,No,No,†,0,0,†,–,–,–
Centreville Jr Sr High School,260867004417,St. Joseph County,PO Box 158,Centreville,MI,49032,158,(269)467-5210,42,Rural: Distant,No,No,Yes,Yes,391,20.7,18.89,144,17,–
Cesar Chavez High School,260013901488,Wayne County,4100 MARTIN ST,DETROIT,MI,48210,2806,(313)551-0611,11,City: Large,Yes,No,Yes,Yes,717,36.1,19.86,691,19,–
Chandler Park Academy High School,260016807800,Wayne County,20254 Kelly Road,HARPER WOODS,MI,48225,,(313)499-3010,21,Suburb: Large,Yes,No,Yes,Yes,724,25.5,28.39,632,53,–
CharEm Alternative Schools,268024007895,Charlevoix County,8568 MERCER RD,CHARLEVOIX,MI,49720,1006,(231)547-9947,33,Town: Remote,No,No,No,†,26,2,13,13,0,–
CharEm Special Education Schools,268024000811,Charlevoix County,8568 MERCER RD,CHARLEVOIX,MI,49720,1006,(231)547-9947,33,Town: Remote,No,No,No,†,98,23.25,4.22,48,8,–
Charles L Bowers Farm,260609007840,Oakland County,1219 EAST SQUARE LAKE RD,BLOOMFIELD HILLS,MI,48304,1544,(248)641-6475,21,Suburb: Large,No,No,No,†,0,3.17,†,–,–,–
Charlevoix Middle High School,260873004419,Charlevoix County,5200 MARION CENTER RD,CHARLEVOIX,MI,49720,9575,(231)547-3222,41,Rural: Fringe,No,No,Yes,No,419,25.48,16.44,119,9,–
Charlevoix Montessori Academy for the Arts,260007000486,Charlevoix County,115 WEST HURLBUT ST,CHARLEVOIX,MI,49720,1510,(231)547-9000,33,Town: Remote,Yes,Yes,Yes,Yes,44,5.34,8.24,39,0,–
Charlotte Early Middle College,260877008723,Eaton County,378 STATE ST,CHARLOTTE,MI,48813,1797,(517)541-5600,31,Town: Fringe,No,No,No,†,1,0,†,†,†,†
Charlotte Public Schools Project Success,260877008861,Eaton County,378 STATE ST,CHARLOTTE,MI,48813,1797,(517)541-5600,31,Town: Fringe,No,Yes,Yes,Yes,32,0,†,14,0,–
Charlotte Senior High School,260877004422,Eaton County,378 STATE ST,CHARLOTTE,MI,48813,1704,(517)541-5600,31,Town: Fringe,No,Yes,No,†,681,38,17.92,211,16,–
Charlton Heston Academy,260102808329,Roscommon County,1350 N SAINT HELEN RD,SAINT HELEN,MI,48656,9521,(989)632-3390,43,Rural: Remote,Yes,No,Yes,Yes,742,41.03,18.08,600,26,–
Charyl Stockwell Academy High School,260010007835,Livingston County,1032 KARL GREIMEL DR,BRIGHTON,MI,48116,9471,(810)225-9940,22,Suburb: Midsize,Yes,No,No,†,309,20.45,15.11,57,1,–
Chassell K12 School,260888004428,Houghton County,PO Box 140,Chassell,MI,49916,140,(906)483-2132,41,Rural: Fringe,No,Yes,Yes,Yes,203,14.98,13.55,58,40,–
Cheboygan Area High School,260891004432,Cheboygan County,801 WEST LINCOLN AVE,CHEBOYGAN,MI,49721,1858,(231)627-7191,33,Town: Remote,No,No,No,†,659,40.73,16.18,316,30,–
Cheboygan Middle School,260891008856,Cheboygan County,905 W LINCOLN AVE,CHEBOYGAN,MI,49721,1858,(231)627-7103,33,Town: Remote,No,No,Yes,Yes,197,11.13,17.7,126,13,–
Chelsea High School,260894004437,Washtenaw County,740 NORTH FREER RD,CHELSEA,MI,48118,1176,(734)433-2201,31,Town: Fringe,No,No,Yes,No,805,51.77,15.55,88,13,–
Chesaning Union High School,260915004444,Saginaw County,850 NORTH 4TH ST,CHESANING,MI,48616,1056,(989)845-2040,42,Rural: Distant,No,No,No,†,423,24.1,17.55,167,19,–
Chesaning Union Schools Alternative Education,260915008784,Saginaw County,850 NORTH 4TH ST,CHESANING,MI,48616,,(989)845-2040,42,Rural: Distant,No,No,Yes,Yes,31,1,31,22,1,–
Childrens Village School,263531007137,Oakland County,1200 NORTH TELEGRAPH RD,PONTIAC,MI,48341,1032,(248)858-5491,21,Suburb: Large,No,No,No,†,62,15,4.13,46,2,–
Chippewa Correctional Facility,260000107884,Chippewa County,4269 WEST M 80,KINCHELOE,MI,49788,1634,(906)495-2275,33,Town: Remote,No,No,No,†,0,0,†,–,–,–
Chippewa Hills High School,260956004452,Mecosta County,3226 ARTHUR RD,REMUS,MI,49340,9329,(989)967-2100,43,Rural: Remote,No,No,Yes,Yes,509,26.7,19.06,250,33,–
Chippewa Valley Adult and Mohegan Alt Educ,260957001803,Macomb County,19230 CASS AVE,CLINTON TWP,MI,48038,6425,(586)723-2080,21,Suburb: Large,No,No,Yes,Yes,147,12.6,11.67,93,4,–
Chippewa Valley High School,260957004454,Macomb County,18300 19 MILE RD,CLINTON TWP,MI,48038,1204,(586)723-2300,21,Suburb: Large,No,Yes,Yes,No,2335,101.6,22.98,777,101,–
CHSHorizons School,260769001863,Keweenaw County,57070 MINE ST,CALUMET,MI,49913,2949,(906)337-4611,42,Rural: Distant,No,No,Yes,Yes,68,4.5,15.11,56,1,–
Churchill Community Ed Center,263030002040,Oakland County,707 GIRARD AVE,ROYAL OAK,MI,48073,3648,(248)588-5050,21,Suburb: Large,No,No,Yes,Yes,101,7.53,13.41,52,5,–
Churchill High School,262184005903,Wayne County,8900 NEWBURGH RD,LIVONIA,MI,48150,3425,(734)744-2650,13,City: Small,No,No,No,†,1283,72.33,17.74,330,41,–
City MiddleHigh,261644005355,Kent County,1720 Plainfield Ave NE,GRAND RAPIDS,MI,49505,5305,(616)819-2380,12,City: Midsize,No,No,Yes,Yes,907,40.63,22.32,354,84,–
Clara B Ford Academy SDA,260094707780,Wayne County,20651 WEST WARREN ST,DEARBORN HEIGHTS,MI,48127,2622,(313)436-0020,21,Suburb: Large,Yes,No,Yes,Yes,51,10.4,4.9,51,0,–
Clare High School,260975004465,Clare County,201 EAST STATE ST,CLARE,MI,48617,5000,(989)386-7789,32,Town: Distant,No,No,Yes,Yes,443,29.18,15.18,144,9,–
Clare Pioneer High School,260975000123,Clare County,201 EAST STATE ST,CLARE,MI,48617,5000,(989)386-3067,41,Rural: Fringe,No,No,Yes,Yes,40,4.02,9.95,31,1,–
ClareGladwin Area School,268030000493,Clare County,4041 EAST MANNSIDING RD,CLARE,MI,48617,9753,(989)386-3682,42,Rural: Distant,No,No,No,†,53,12,4.42,40,4,–
Clarenceville High School,260984004469,Wayne County,20155 MIDDLEBELT RD,LIVONIA,MI,48152,2090,(248)919-0408,13,City: Small,No,No,Yes,Yes,740,63.6,11.64,398,27,–
Clarkston High School,260990004475,Oakland County,6093 FLEMINGS LAKE RD,CLARKSTON,MI,48346,1621,(248)623-3600,21,Suburb: Large,No,No,No,†,1579,80.27,19.67,201,16,–
Clarkston Junior High School,260990004474,Oakland County,6595 WALDON RD,CLARKSTON,MI,48346,2473,(248)623-5600,21,Suburb: Large,No,No,No,†,1107,61.59,17.97,197,23,–
Clawson High School,260993004481,Oakland County,101 John M Ave,Clawson,MI,48017,1514,(248)655-4200,21,Suburb: Large,No,No,No,†,402,25.6,15.7,137,11,–
ClimaxScotts High School,261002004485,Kalamazoo County,372 SOUTH MAIN ST,CLIMAX,MI,49034,9773,(269)746-2301,41,Rural: Fringe,No,No,Yes,Yes,288,16.33,17.64,105,33,–
ClimaxScotts Virtual Academy,261002007847,Kalamazoo County,372 SOUTH MAIN ST,CLIMAX,MI,49034,9773,(269)746-2401,41,Rural: Fringe,No,No,Yes,Yes,36,0.81,44.44,27,0,–
Clinton County Education Center,268032000125,Clinton County,1013 SOUTH US HIGHWAY 27,SAINT JOHNS,MI,48879,2423,(989)224-6831,41,Rural: Fringe,No,No,No,†,48,9,5.33,16,0,–
Clinton High School,261005004490,Lenawee County,340 EAST MICHIGAN AVE,CLINTON,MI,49236,9586,(517)456-6511,32,Town: Distant,No,No,No,†,376,19.81,18.98,89,8,–
Clinton Virtual JrSr High School,261005008502,Lenawee County,341 E MICHIGAN AVE,CLINTON,MI,49236,9593,(517)456-6501,32,Town: Distant,No,No,Yes,Yes,10,2.74,3.65,3,0,–
Clintondale High School,261008004491,Macomb County,35200 LITTLE MACK AVE,CLINTON TOWNSHIP,MI,48035,2634,(586)791-6300,21,Suburb: Large,No,No,Yes,Yes,382,24,15.92,287,12,–
Clintondale Virtual Academy,261008008749,Macomb County,35100 Little Mack,Clinton Township,MI,48035,,(800)297-2119,21,Suburb: Large,No,No,Yes,Yes,643,9.8,65.61,470,12,–
Clio Area High School,261011004498,Genesee County,1 MUSTANG DR,CLIO,MI,48420,2201,(810)591-1358,21,Suburb: Large,No,No,No,†,824,34.9,23.61,324,53,–
Clio Community High School,261011007828,Genesee County,1 MUSTANG DR,CLIO,MI,48420,2201,(810)591-4804,21,Suburb: Large,No,No,Yes,Yes,97,4,24.25,70,2,–
Clio Learning Center,261011008804,Genesee County,301 Rogers Lodge Dr,Clio,MI,48420,,(810)670-1799,21,Suburb: Large,No,No,No,†,1,0.3,3.33,†,†,†
Cody High School,260110307984,Wayne County,18445 CATHEDRAL ST,DETROIT,MI,48228,1809,(313)866-9200,11,City: Large,No,No,Yes,Yes,498,33.5,14.87,415,5,–
Coldwater High School,261014004502,Branch County,275 NORTH FREMONT ST,COLDWATER,MI,49036,1206,(517)279-5930,32,Town: Distant,No,Yes,No,†,948,36,26.33,461,46,–
Coleman JuniorSenior High School,261020004511,Midland County,4823 NORTH COLEMAN SCHOOLS DR,COLEMAN,MI,48618,9694,(989)465-6171,42,Rural: Distant,No,No,Yes,Yes,293,16.18,18.11,146,20,–
Coloma High School,261038004515,Berrien County,300 WEST SAINT JOSEPH ST,COLOMA,MI,49038,9594,(269)468-2400,31,Town: Fringe,No,No,No,†,402,22.2,18.11,229,34,–
Colon High School,261041004521,St. Joseph County,400 DALLAS ST,COLON,MI,49040,9318,(269)432-3231,42,Rural: Distant,No,No,Yes,Yes,257,13.94,18.44,105,6,–
