ProperName,PopularName,ProperName_Score,PopularName_Score,MHSAA_SchoolId,SchoolInfo_Index,School_Name,City
battle creek homeschoolers,Battle Creek Homeschoolers,69,67,9363,75,battle creek central high school,BATTLE CREEK
cornerstone health & technology high school,Detroit Cornerstone Health & Technology,69,55,9477,3,academy for business and technology high school,MELVINDALE
southfield crescent academy,Southfield Crescent Academy,69,62,9487,1308,youth advancement academy,KALAMAZOO
muskegon shoreline homeschoolers,Muskegon Shoreline Homeschoolers,69,65,9505,864,muskegon high school,MUSKEGON
michigan math & science acad ms,Michigan Math & Science Acad MS,69,59,9600,825,michigan mathematics and science academy dequindre,Warren
east jackson elementary,East Jackson Elementary,69,62,9900,367,east jackson secondary school,JACKSON
ronald brown academy,Ronald Brown Academy,69,63,9982,1318,andrews academy,BERRIEN SPRINGS
detroit academy of arts & sciences,Detroit Academy of Arts & Sciences,68,62,4320,1268,west mi academy of environmental science,GRAND RAPIDS
elkton-pigeon-bay port laker high school,Elkton-Pigeon-Bay Port Laker,68,44,4413,899,north lake high school,SAINT CLAIR SHORES
salina intermediate school,Salina Intermediate School,68,61,5123,1068,saline alternative high school,SALINE
birmingham covington school,Birmingham Covington School,68,64,5182,545,high point school,Ann Arbor
holy ghost lutheran school,Holy Ghost Lutheran School,68,60,5410,1380,huron valley lutheran high school,WESTLAND
the pathfinder school,The Pathfinder,68,48,5498,985,pied piper school,ALPENA
southeast academic center,Southeast Academic Center,68,61,5716,702,lawton accelerated academic center,LAWTON
detroit midtown academy 7/8,Detroit Midtown Academy 7/8,68,64,5748,1173,tipton academy 48,Garden City
holland heights k-7,Holland Heights,68,65,8326,556,holland high school,HOLLAND
holland eight @ hhs,Holland Eight,68,62,8327,556,holland high school,HOLLAND
new high school 2 - error,New HS 2 - Error,68,36,8872,879,newaygo high school,Newaygo
way point academy 7/8,Muskegon Way Point 7/8,68,55,8877,1173,tipton academy 48,Garden City
south carolina carolina school for the deaf,South Carolina School for the Deaf (SC),68,63,8901,828,michigan school for the deaf,FLINT
walter payton college prep,Walter Payton College Prep,68,60,8971,1224,voyageur college prep,DETROIT
ypsilanti community,Ypsilanti Community,68,63,9197,1161,the learning community,FLINT
our lady of refuge school,Our Lady of Refuge School,68,58,9211,1424,our lady of the lakes catholic school,WATERFORD
farmington steam academy,Farmington STEAM Academy,68,58,9894,233,charlton heston academy,SAINT HELEN
academy of health & science,Academy of Health & Science,67,60,3881,1314,academy of the sacred heart,BLOOMFIELD HILLS
lakeshore public academy,Hart Lakeshore Academy,67,62,3896,1391,lake michigan academy,GRAND RAPIDS
st thomas more academy,Burton St Thomas More Academy,67,58,3973,516,harper academy,Harper Woods
conner creek academy west,Warren Conner Creek,67,53,4671,1322,battle creek academy,BATTLE CREEK
maple street magnet school,Maple Street Magnet School,67,62,4786,504,hale area school,HALE
vanderbilt jhs,Vanderbilt JHS,67,56,4866,1207,vanderbilt area school,VANDERBILT
martin luther king jr academy,Grand Rapids Martin Luther King Academy,67,66,5221,794,martin luther king jr senior high school,DETROIT
holy redeemer school,Holy Redeemer School,67,60,5253,504,hale area school,HALE
conner creek academy west,Conner Creek Academy (JHS) West,67,51,5276,1322,battle creek academy,BATTLE CREEK
university liggett middle sch,University Liggett Middle Sch,67,59,5297,1195,university high school,FERNDALE
ss peter & paul catholic school,SS Peter & Paul Catholic School,67,57,5346,975,pentwater public school,PENTWATER
donovan mayotte cath school,Donovan Mayotte Cath School,67,62,5365,938,ontonagon area school,ONTONAGON
noble elementary middle schoolnoble school,Noble School,67,67,5432,437,freeland middle schoolhigh school,FREELAND
lakeshore public academy,Lakeshore Public Academy,67,58,5595,1391,lake michigan academy,GRAND RAPIDS
academy of health & science,Academy of Health & Science (JHS),67,55,5648,1314,academy of the sacred heart,BLOOMFIELD HILLS
st thomas more academy,St Thomas More Academy,67,61,5668,516,harper academy,Harper Woods
sampson webber academy,Sampson Webber Academy,67,61,5738,516,harper academy,Harper Woods
plymouth educational center prep high school,Detroit Plymouth Educational Center,67,75,7344,570,houghton central high school,HOUGHTON
washington-parks academy,Washington-Parks Academy,67,62,8323,1383,interlochen arts academy,INTERLOCHEN
test,test,67,67,8355,72,bates,DEXTER
erictest,EricTest,67,43,8356,1213,veritas,Redford
grace baptist christian,Gaylord Grace Baptist Christian (MI),67,51,8772,1343,community baptist christian school,SAGINAW
davidson elementary middle school,Detroit Davidson,67,52,8880,1205,van hoosen middle school,ROCHESTER HILLS
maplewood baptist academy middle school,Kinross Maplewood Baptist MS,67,46,8883,765,madison academy high school,Burton
alma college,Alma College - (SCH),67,44,9033,917,oakland early college,FARMINGTON HILLS
university prep science & math  6/7/8,University Prep Science & Math 6/7/8,67,57,9124,1199,university preparatory science and math psad high school,Detroit
cornerstone leadership & business high school,Cornerstone Leadership and Business HS,67,56,9179,339,detroit leadership academy high school,DETROIT
canton hudson homeschoolers,Hudson Homeschoolers,67,65,9249,172,canton high school,CANTON
jackson homeschoolers (mi),Jackson Homeschoolers (MI),67,58,9498,619,jackson high school,JACKSON
carrollton hockey,Carrollton Hockey,67,56,9619,194,carrollton high school,SAGINAW
blandford nature center,Blandford Nature Center,67,57,9704,901,north pointe center,DOWAGIAC
gr museum school,GR Museum School,67,57,9713,1428,potters house school,GRAND RAPIDS
waterford lakecrest baptist,Waterford Lakecrest Baptist,67,59,9915,1394,lakecrest baptist school,WATERFORD
palmer park prep academy,Palmer Park Prep Academy,67,60,9956,916,oak park virtual academy,CLINTON TWP
detroit public schools league,Detroit Public Schools League,66,59,6912,326,dearborn public schools virtual k12,DEARBORN
livingston county homeschoolers (mi),Livingston County Homeschoolers (MI),66,59,9286,1398,livingston christian schools,BRICHTON
hillsdale preparatory school 7th/8th,Hillsdale Preparatory School 7th/8th,66,59,9452,1446,st mary's preparatory school,ORCHARD LAKE
nah tah wahsh psa,Hannahville Nah Tah Wahsh,65,57,4608,867,nah tah wahsh public school academy,WILSON
washington intermediate school,Washington Intermediate School,65,61,5282,1241,washtenaw international high school,YPSILANTI
kolb intermediate school,Kolb Intermediate School,65,59,5353,1426,pinecrest school,HALE
st thomas aquinas school,St Thomas Aquinas School,65,58,5370,1114,st charles virtual school,SAINT CHARLES
academy of oak park,Academy of Oak Park,65,61,5702,1314,academy of the sacred heart,BLOOMFIELD HILLS
southwest community campus,Southwest Community Campus,65,59,5717,1046,rochester community schools virtual campus,ROCHESTER HLS
fisher magnet upper academy,Fisher Magnet,65,55,5734,404,fapsgear up academy,Fenton
st john's college,Washington St John's College (DC),65,48,8369,1118,st johns high school,SAINT JOHNS
battle creek apocalypse homeschoolers (mi),Battle Creek Apocalypse Homeschoolers (MI),65,57,8929,75,battle creek central high school,BATTLE CREEK
butternut homeschoolers,Butternut Homeschoolers,65,60,8968,1428,potters house school,GRAND RAPIDS
delta college,Delta College (SCH),65,49,9032,917,oakland early college,FARMINGTON HILLS
north star academy 7th/8th,North Star Academy 7th/8th,65,56,9183,902,north star montessori academy,MARQUETTE
pittsburgh renaissance christian academy (pa),Pittsburgh Renaissance Christian Academy (PA),65,59,9277,1377,heritage christian academy,KALAMAZOO
kalamazoo eagles hockey,Kalamazoo Eagles Hockey,65,57,9614,645,kalamazoo covenant academy,KALAMAZOO
vestaburg elementary ,Vestaburg Elementary ,65,60,9850,1262,webb elementary school,FERNDALE
pine ridge elementary,Pine Ridge Elementary,65,56,9942,990,pine tree center,LAKE ORION
west village academy north,Detroit West Village Academy,64,60,3856,1281,westwood virtual academy,DEARBORN HTS
family altar christian,Battle Creek Family Altar Christian,64,55,3951,1357,faith christian school,CLINTON TOWNSHIP
walden green montessori,Spring Lake Walden Green,64,60,4680,573,howe trainable center and montessori,Dearborn Hts
west village academy north,Dearborn West Village Academy North,64,60,4683,1281,westwood virtual academy,DEARBORN HTS
our lady of lake huron,Our Lady Of Lake Huron,64,47,4878,1424,our lady of the lakes catholic school,WATERFORD
st francis of assisi school,St Francis Of Assisi School,64,55,5225,366,east grand rapids high school,GRAND RAPIDS
baptist park school 7th/8th,Baptist Park School 7th/8th,64,55,5288,1447,st patrick school,PORTLAND
immaculate heart of mary school,Immaculate Heart of Mary School,64,56,5527,1381,immanuel christian school,ROSCOMMON
ann arbor trail magnet,Ann Arbor Trail Magnet,64,52,5533,44,ann arbor learning community,YPSILANTI
grand haven christian 7/8,Grand Haven Christian 7/8,64,56,8423,1368,grace christian school,WATERVLIET
oceana christian 7/8,Hart Oceana,64,46,8845,1326,bethany christian school,TROY
chicago bogan computer technical high school (il),Chicago Bogan Computer Technical High School,64,63,9176,204,cass technical high school,DETROIT
ellington academy of arts and technology,Ellington Academy of Arts and Technology,64,57,9199,1027,relevant academy of eaton county,GRAND LEDGE
capital homeschool athletic program,Capital Homeschool Athletic Program,64,55,9203,175,capac virtual education program,CAPAC
peterson-warren academy 7/8,Peterson-Warren Academy 7/8,64,56,9347,1173,tipton academy 48,Garden City
academy of inkster,Inkster Academy,63,69,3859,1253,way academy vernor site,Detroit
st thomas more high school-boysville,Clinton St Thomas More,63,54,4629,1119,st joseph high school,SAINT JOSEPH
l'anse creuse middle sch-south,L'Anse CreuseMiddle Sch-South,63,52,4743,1033,reuther middle school,ROCHESTER HILLS
immac conception middle sch,Immac Conception Middle Sch,63,55,4985,1205,van hoosen middle school,ROCHESTER HILLS
l'anse creuse middle sch north,L'Anse Creuse Middle Sch North,63,55,5164,1033,reuther middle school,ROCHESTER HILLS
willow run intermediate learning ctr,Willow Run Intermediate,63,50,5274,1186,ucs alternative learning center,Sterling Heights
st charles borromeo ,St Charles Borromeo ,63,54,5670,227,charles l bowers farm,BLOOMFIELD HILLS
brace-lederle k-8 school,Brace-Lederle K-8 School,63,59,5709,209,cedarville school,Cedarville
grand river prep,Kentwood Grand River Prep,63,48,8229,481,grand river preparatory high school,Grand Rapids
rolland-warner campus ,Lapeer Rolland-Warner Campus                   ,63,37,8359,751,llcarenac campus,STANDISH
eastern washtenaw multi cultural academy 7/8,Eastern Washtenaw Multi Cultural Academy 7/8,63,57,8407,364,east china virtual academy,EAST CHINA
adrian college,Adrian College,63,51,9129,917,oakland early college,FARMINGTON HILLS
valley forge military academy,Valley Forge Military Academy (PA),63,54,9133,585,huron valley virtual academy,HIGHLAND
petoskey landmark christian,Petoskey Landmark Christian,63,55,9507,1422,oakland christian school,AUBURN HILLS
mayes elementary,Mayes Elementary,63,58,9742,1262,webb elementary school,FERNDALE
newberry elementary,Newberry Elementary,63,59,9744,1262,webb elementary school,FERNDALE
lawrence elementary,Lawrence Elementary,63,59,9846,1262,webb elementary school,FERNDALE
cherryhill school of performing arts,Inkster Cherryhill School of Performing Arts,62,51,3836,341,detroit school of arts,DETROIT
marvin l winans academy of performing arts,Detroit Winans Academy,62,65,4249,1364,frankel jewish academy of metro detroit,WEST BLOOMFIELD
zemmer campus ,Zemmer Campus ,62,55,4790,372,east lee campus,WYOMING
grattan academic ms,Grattan Academic MS,62,56,5222,490,great lakes learning academy mshs,EAST LANSING
st francis de sales jh academy,St Francis de Sales,62,59,5285,482,grand traverse academy,TRAVERSE CITY
mather elementary,Mather Elementary,62,56,5308,1262,webb elementary school,FERNDALE
eb holman school 7/8,EB Holman School 7/8,62,53,5504,556,holland high school,HOLLAND
summit academy - flat rock,Summit Academy - Flat Rock,62,55,5642,1138,summit academy north high school,ROMULUS
st paul lutheran ms,St Paul Lutheran MS,62,50,5682,1464,west michigan lutheran school,WYOMING
marvin l winans academy of performing arts,Marvin L Winans Academy of Performing Arts,62,54,5704,1364,frankel jewish academy of metro detroit,WEST BLOOMFIELD
grand rapids homeschoolers - spartans,Grand Rapids Homeschoolers - Spartans,62,56,9493,477,grand rapids montessori academy,GRAND RAPIDS
southwest michigan blades hockey,Southwest Michigan Blades Hockey,62,58,9613,1464,west michigan lutheran school,WYOMING
estabrook elementary,Estabrook Elementary,62,53,9695,1262,webb elementary school,FERNDALE
hermitage hickory (pa),Hermitage Hickory (PA),62,52,9709,541,heritage high school,SAGINAW
dryden elementary,Dryden Elementary,62,56,9724,1262,webb elementary school,FERNDALE
thorne elementary,Thorne Elementary,62,56,9726,531,hawthorn center,NORTHVILLE
detour elementary,DeTour Elementary,62,56,9752,1262,webb elementary school,FERNDALE
whittemore prescott elementary,Whittemore Prescott Elementary,62,55,9766,1292,whittemoreprescott jrsr high school,Whittemore
platte river elementary ,Platte River Elementary ,62,57,9774,414,flat river academy,GREENVILLE
dailey elementary,Dailey Elementary,62,56,9834,1262,webb elementary school,FERNDALE
saranac elementary,Saranac Elementary,62,51,9844,1072,sanilac career center,PECK
klager elementary,Klager Elementary,62,56,9898,1262,webb elementary school,FERNDALE
s t e a m academy at mlk jr school,Benton Harbor S T E A M Academy ,61,55,5459,1138,summit academy north high school,ROMULUS
marcus garvey african centered academy,Garvey Academy,61,71,5564,1,academic and career education academy,MIDLAND
allen academy 7th/8th,Allen Academy 7th/8th,61,55,5691,10,aces academy,ALPENA
paul robeson malcolm x academy,Paul Robeson Malcolm X Academy,61,57,5737,790,marshall academy,MARSHALL
cherry hill school of performing arts,Cherry Hill School of Performing Arts,61,54,5749,341,detroit school of arts,DETROIT
detroit community 6/7/8,Detroit Community 6/7/8,61,53,8353,1349,detroit country day school,BEVERLY HILLS
eastern north carolina school for the deaf (nc),Eastern North Carolina School For The Deaf (NC),61,51,8382,828,michigan school for the deaf,FLINT
montessori academy at henry c morton school,Benton Harbor Montessori Academy at Henry C Morton School,61,53,9072,229,charlevoix montessori academy for the arts,CHARLEVOIX
howell homeschoolers (haach),Howell Homeschoolers (HAACH),61,52,9236,574,howell high school,HOWELL
paramus catholic (nj),Paramus Catholic (NJ),61,53,9273,1411,muskegon catholic central,MUSKEGON
brandon academy of arts & sciences,Brandon Academy of Arts & Sciences,61,56,9528,1027,relevant academy of eaton county,GRAND LEDGE
pittsburgh perry traditional academy (pa),Pittsburgh Perry Traditional Academy (PA),61,58,9711,600,international academy,BLOOMFIELD HILLS
centreville elementary,Centreville Elementary,61,57,9728,221,centreville adult education,Centreville
glen lake elementary,Glen Lake Elementary,61,57,9739,463,glen lake community school,MAPLE CITY
eastside connections,Eastside Connections,61,57,9855,184,career connections academy,Wayland
charlotte upper elementary,Charlotte Upper Elementary,61,54,9875,230,charlotte early middle college,CHARLOTTE
priest elementary middle,Priest Elementary Middle,61,57,9955,1262,webb elementary school,FERNDALE
whitmore lake elementary,Whitmore Lake Elementary,61,53,9998,1291,whitmore lake high school,WHITMORE LAKE
highland park renaissance academy 7th/8th ,Highland Park Renaissance Academy 7th/8th,60,56,5720,1463,west highland christian academy,MILFORD
st joseph,St Joseph Owosso,60,54,5723,1119,st joseph high school,SAINT JOSEPH
mcgivney academy:detroit,Detroit McGivney,60,52,8315,1253,way academy vernor site,Detroit
st andrew's-sewanee school,St Andrew's-Sewanee (TN),60,41,8900,697,lanse area school,LANSE
washtenaw saints,Ypsilanti Washtenaw Saints,60,53,8927,1460,washtenaw christian academy,SALINE
niagara academy of sports,Niagara Academy of Sports,60,54,9046,1220,virtual learning academy consortium,Waterford
trinity school at greenlawn,Trinity School at Greenlawn,60,53,9049,598,insight school of michigan,LANSING
durant-tuuri-mott school,Durant-Tuuri-Mott School,60,54,9566,360,durand area high school,DURAND
unity knights hockey,Unity Knights Hockey,60,52,9618,1196,university high school academy,Lathrup Village
coleman elementary,Coleman Elementary,60,56,9743,1262,webb elementary school,FERNDALE
morrice elementary,Morrice Elementary,60,55,9784,1262,webb elementary school,FERNDALE
south range elementary,South Range Elementary,60,60,9899,1308,youth advancement academy,KALAMAZOO
brandon elementary,Brandon Elementary,60,54,9962,1262,webb elementary school,FERNDALE
"milwood magnet school: a center for math, science & technology",Milwood Magnet School,59,63,5140,1100,southfield high school for the arts and technology,SOUTHFIELD
nah tah wahsh psa 6/7/8,Wilson Nah Tah 6/7/8,59,43,5447,867,nah tah wahsh public school academy,WILSON
jefferson k-7,Holland Jefferson,59,50,8328,627,jefferson high school,NEWPORT
detroit edison psa/ece,Detroit Edison,59,60,8797,340,detroit public safety academy,DETROIT
lakeside charter,Kalamazoo Lakeside Academy,59,65,8948,685,lakeshore learning center,MUSKEGON
michigan state university,Michigan State University (SCH),59,49,9022,1407,michigan lutheran seminary,SAGINAW
fair haven summit homeschoolers,Fair Haven Summit Homeschoolers,59,57,9048,474,grand haven high school,GRAND HAVEN
lapeer area homeschool association,Lapeer Area Homeschool Association,59,56,9590,697,lanse area school,LANSE
center of economicology,Center of Economicology,59,55,9706,210,center for innovation,LAPEER
bellevue elementary,Bellevue Elementary,59,54,9723,1262,webb elementary school,FERNDALE
daly elementary,Daly Elementary,59,54,9727,1262,webb elementary school,FERNDALE
haas elementary,Haas Elementary,59,54,9732,1262,webb elementary school,FERNDALE
marlette elementary,Marlette Elementary,59,54,9751,1262,webb elementary school,FERNDALE
saginaw community baptist (mi),Saginaw Community Baptist (MI),59,55,9810,542,hesperia community education,Hesperia
brown city elementary,Brown City Elementary,59,51,9847,107,berrien county juvenile center,SAINT JOSEPH
ridgemoor park montessori,Ridgemoor Park Montessori,59,56,9868,902,north star montessori academy,MARQUETTE
hea firebirds homeschoolers,HEA Firebirds Homeschoolers,59,53,9920,379,eaton rapids high school,EATON RAPIDS
carleton elementary,Carleton Elementary,59,54,9960,1262,webb elementary school,FERNDALE
marion law,Detroit Law Academy,58,71,4673,769,madison school,WYANDOTTE
st paul lutheran,St Paul Lutheran,58,49,5761,1464,west michigan lutheran school,WYOMING
wayne state university,Wayne State University,58,53,8223,1253,way academy vernor site,Detroit
schulze acad for technology & arts,Schulze Acad for Technology & Arts,58,51,8878,1184,tuscola technology center,CARO
fremont quad city homeschoolers (mi),Fremont Quad City Homeschoolers (MI),58,55,9201,438,fremont high school,FREMONT
washtenaw whippets,Washtenaw Whippets,58,53,9222,1460,washtenaw christian academy,SALINE
ingham county pilgrims homeschoolers (mi),Ingham County Pilgrims Homeschoolers (MI),58,55,9328,505,hamady community high school,FLINT
greensburg central catholic (pa),Greensburg Central Catholic (PA),58,51,9730,1140,superior central school,Eben Junction
deckerville elementary,Deckerville Elementary,58,55,9731,328,deckerville community high school,DECKERVILLE
alcona elementary,Alcona Elementary,58,54,9745,728,lincoln developmental center,GRAND RAPIDS
cambridge st benedict (on),Cambridge St Benedict (ON),58,51,9792,170,cambridge alternative high school,GARDEN CITY
montabella elementary,Montabella Elementary,58,56,9837,845,montcalm area career center,SIDNEY
commonwealth community dev academy,Commonwealth Community Dev Academy,57,51,5651,202,casman alternative academy,MANISTEE
trinity lutheran,Berrien Springs Trinity Lutheran,57,58,5664,1455,tri-unity christian school,WYOMING
wheeling central catholic (wv),Wheeling Central Catholic (WV),57,49,9313,1140,superior central school,Eben Junction
rose park elementary,Rose Park Elementary,57,52,9941,1262,webb elementary school,FERNDALE
mich inst for const trades & technology,Detroit Construction Trades,56,54,3958,1100,southfield high school for the arts and technology,SOUTHFIELD
ad johnston,Bessemer,56,46,4490,13,ad johnston jrsr high school,BESSEMER
east rockford ms,East Rockford MS,56,44,5662,1048,rockford high school,ROCKFORD
clinton township faith christian,Clinton Township Faith Christian,56,50,8981,1357,faith christian school,CLINTON TOWNSHIP
wilmington salesianum (de),Wilmington Salesianum (DE),56,48,9276,749,livingston classical academy,Whitmore Lake
ellington academy of arts & technology 7th/8th,Ellington Academy of Arts & Technology 7th/8th,56,52,9298,3,academy for business and technology high school,MELVINDALE
lakeshore/st. joseph warriors hockey,Lakeshore/St. Joseph Warriors Hockey,56,52,9616,685,lakeshore learning center,MUSKEGON
holland language academy @ vanraalte,Holland Language Academy @ VanRaalte,56,52,9694,304,covenant house academy detroit central site,DETROIT
reeths-puffer intermediate,Reeths-Puffer Intermediate,56,48,9703,1026,reethspuffer high school,MUSKEGON
kingston elementary,Kingston Elementary,56,56,9729,1295,wilson talent center,MASON
east jordan elementary,East Jordan Elementary,56,54,9848,368,east jordan alternative high school,East Jordan
tecumseh steam center-east,Tecumseh STEAM Center-East,56,44,9871,1155,tecumseh virtual academy,TECUMSEH
wexford north allegheny (pa),Wexford North Allegheny (PA),56,50,9992,1280,westwood north academy,INKSTER
waabno gimaak-gtb tribal schl,Suttons Bay Waabno Gimaak-Gtb Tribal Schl,55,54,4646,1375,harbor light christian school,HARBOR SPRINGS
pulaski elementary middle,Pulaski Elementary Middle,55,51,5560,1262,webb elementary school,FERNDALE
waabno gimaak-gtb tribal schl,Waabno Gimaak-Gtb Tribal Schl,55,48,5604,1375,harbor light christian school,HARBOR SPRINGS
hillcrest enviromental,Hillcrest Enviromental,55,52,5676,550,hill center,Lansing
sherwood park,Sherwood Park,55,55,5715,533,heartwood school,MASON
holland area,Holland Area,55,48,8165,697,lanse area school,LANSE
test 1,Test 1,55,40,8354,72,bates,DEXTER
test 2,Test 2,55,38,8357,72,bates,DEXTER
test 3,Test 3,55,38,8390,72,bates,DEXTER
test 4,Test 4,55,38,8415,72,bates,DEXTER
midland calvary baptist,Midland Calvary Baptist,55,48,9371,1408,midland christian school,MIDLAND
detroit delta prep acad for social justice,Detroit Delta Prep,55,50,9545,338,detroit international academy for young women,DETROIT
robert nickels intermediate,Robert Nickels Intermediate,55,51,9851,21,airport center for education,CARLETON
oakridge upper elementary,Oakridge Upper Elementary,55,51,9853,924,oakridge fusion,Muskegon
thurgood marshall,Thurgood Marshall,55,55,9988,533,heartwood school,MASON
bellevue 7th/8th,Bellevue 7th/8th,54,49,4906,97,bellevue jrsr high school,BELLEVUE
game wanted,Game Wanted,54,54,6891,694,lamphere center,MADISON HEIGHTS
st stephen,Saginaw St Stephen (JHS),54,44,8373,747,lisd tech center,ADRIAN
eagle river northland pines,Eagle River Northland Pines,54,50,8959,162,ca alternative edatlantis,Flint
northwood university,Northwood University,54,49,9028,894,north edbridgeway,TRAVERSE CITY
bluegrass homeschoolers (ky),Bluegrass Homeschoolers (KY),54,52,9508,1428,potters house school,GRAND RAPIDS
edinboro general mclane (pa),Edinboro General McLane (PA),54,50,9840,891,north central academy campus,MANCELONA
frankfort elementary,Frankfort Elementary,54,54,9843,431,frankfort high school,FRANKFORT
patterson intermediate,Patterson Intermediate,54,54,9870,521,harrison center,PORT HURON
st thomas the apostle,St Thomas the Apostle,53,51,4704,1443,st mary cathedral school,GAYLORD
immaculate conception gs,Immaculate Conception GS,53,51,5632,1381,immanuel christian school,ROSCOMMON
l'anse creuse middle-east,L'Anse Creuse Middle-East,53,48,5660,1205,van hoosen middle school,ROCHESTER HILLS
toronto west humber,Toronto West Humber,53,53,8969,531,hawthorn center,NORTHVILLE
calvert hall,Baltimore Calvert Hall (MD),53,43,9132,308,covert high school,COVERT
ann arbor christ the king,Ann Arbor Christ the King,53,48,9251,44,ann arbor learning community,YPSILANTI
pickering st. mary (on),Pickering St. Mary (ON),53,44,9317,745,link learning st louis,St Louis
marinette/menominee hockey,Marinette/Menominee Hockey,53,50,9617,742,link learning menominee,MENOMINEE
john ball zoo,John Ball Zoo,53,53,9705,1452,the valley school,SWARTZ CREEK
dr m l king elementary,Dr M L King Elementary,53,49,9746,1227,waldron learning center,COLDWATER
waterford fort leboeuf (pa),Waterford Fort LeBoeuf (PA),53,49,9841,1245,waterford mott high school,WATERFORD
st john the evangelist,St John The Evangelist,52,46,5261,1118,st johns high school,SAINT JOHNS
dossin elementary/middle,Detroit Dossin,52,50,8421,1262,webb elementary school,FERNDALE
flint chase,Flint CHASE,52,33,8962,717,lifetech academy,LANSING
spring arbor university,Spring Arbor University,52,47,9023,1441,spring vale academy,OWOSSO
aberdeen ms,Aberdeen MS,52,44,9300,751,llcarenac campus,STANDISH
corunna immanuel baptist,Corunna Immanuel Baptist,52,46,9502,1429,prairie baptist school,SCOTTS
cass city elementary,Cass City Elementary,52,48,9725,196,carson citycrystal alternative academy,CARSON CITY
mackenzie,Mackenzie,52,50,9987,91,beekman center,LANSING
westside multicultural,Westside Multicultural,51,47,4686,1464,west michigan lutheran school,WYOMING
holland west k-7,Holland West K-7,51,46,5126,556,holland high school,HOLLAND
st thomas aquinas,St Thomas Aquinas,51,51,5673,1310,youth home jackson isd,JACKSON
milwaukee young coggs prep,Milwaukee Young Coggs Prep,51,43,8990,1224,voyageur college prep,DETROIT
life summit sports,LIFE Summit Sports,51,41,9064,153,buckley community schools,BUCKLEY
mono orangeville prep (on),Orangeville Prep (ON),51,48,9604,876,new paradigm college prep,DETROIT
elmdale fine & perf arts,Elmdale Fine & Perf Arts,50,45,5733,802,maurice spear campus,ADRIAN
open league,Open League,50,44,6892,583,huron learning center,BAD AXE
willie e.thompson ,Willie E.Thompson ,50,50,7359,991,pineview homes,EVART
archdiocese of detroit,Archdiocese of Detroit (MIC),50,45,8166,566,hope of detroit academy middlehigh,Detroit
foreign language immersion & cultural studies,Foreign Language Immersion & Cultural Studies,50,45,8409,304,covenant house academy detroit central site,DETROIT
assumption,Assumption,50,44,9246,280,compass pointe,IRA
pittsburgh uso (pa),Pittsburgh USO (PA),50,40,9278,1217,vicksburg high school,VICKSBURG
erie (pa),Erie (PA),50,35,9839,429,francis reh psa,SAGINAW
mann,Mann,50,33,9985,770,malc,MILLINGTON
duke ellington conservatory of music & art,Duke Ellington Conservatory of Music & Art,49,47,4687,1136,success virtual learning centers of michigan,Vestaburg
jkl bahweting anishnabe,JKL Bahweting Anishnabe,49,44,5618,736,link learning escanaba,Escanaba
paradise whitefish (in active),Paradise Whitefish,49,51,8965,576,hudson tech alternative,Hudson
knights unified hockey,Knights Unified Hockey,49,46,9615,1139,sunrise academy,ELK RAPIDS
louisville trinity (ky),Louisville Trinity (KY),49,49,9872,1303,woodville community center,JACKSON
lowell aaa,Lowell AAA,48,43,5575,638,jonesville pathways,JONESVILLE
c a frost,C A Frost,48,40,5725,296,cop esd programs,INDIAN RIVER
out of state13,Out Of State13,48,38,7464,562,home education site,Grand Rapids
out of state14,Out Of State14,48,38,7465,562,home education site,Grand Rapids
out of state15,Out Of State15,48,38,7466,562,home education site,Grand Rapids
out of state16,Out Of State16,48,38,7467,562,home education site,Grand Rapids
out of state17,Out Of State17,48,38,7468,562,home education site,Grand Rapids
out of state18,Out Of State18,48,38,7469,562,home education site,Grand Rapids
out of state19,Out Of State19,48,38,7470,562,home education site,Grand Rapids
out of state20,Out Of State20,48,38,7471,562,home education site,Grand Rapids
popular name,Popular Name,48,44,8330,46,apollo center,HIGHLAND
john r king,John R King,48,42,8420,634,john glenn high school,BAY CITY
florence,Florence,48,48,8967,46,apollo center,HIGHLAND
st damian,St Damian,48,48,9235,885,niles cedar lane,NILES
houston st. thomas (tx),Houston St. Thomas (TX),48,44,9461,576,hudson tech alternative,Hudson
sicklerville timber creek (nj),Sicklerville Timber Creek (NJ),48,44,9974,1090,slcevergreen,MASON
aisha shule-w.e.b dubois prep acad,Detroit Aisha,47,57,8809,325,dearborn newcomer college prep academy,DEARBORN
gravity works test,Gravity Works Test,47,46,9335,1371,great lakes adventist academy,CEDAR LAKE
shawmut hills ,Shawmut Hills ,47,44,9426,507,hamilton high school,HAMILTON
dallas prime prep (tx),Dallas Prime Prep (TX),47,42,9428,876,new paradigm college prep,DETROIT
pittsburgh westinghouse (pa),Pittsburgh Westinghouse (PA),47,47,9663,1389,laingsburg christian school,LAINGSBURG
pittsburgh carrick (pa),Pittsburgh Carrick (PA),46,41,9707,1097,southeast career pathways,GRAND RAPIDS
goshen blue blazers,Goshen Blue Blazers,45,43,9018,227,charles l bowers farm,BLOOMFIELD HILLS
mhsaa,MHSAA Tournaments,44,44,4609,200,casa,OAK PARK
chequamegon/phillips,Chequamegon/Phillips,44,43,8966,248,churchill high school,LIVONIA
pittsburgh allderdice (pa),Pittsburgh Allderdice (PA),44,44,9708,19,advantage alternative program,HAZEL PARK
pittsburgh brashear (pa),Pittsburgh Brashear (PA),44,44,9710,995,pittsford area high school,PITTSFORD
