ProperName,PopularName,ProperName_Score,PopularName_Score,MHSAA_SchoolId,SchoolInfo_Index,School_Name,City
northpointe christian high school,Grand Rapids NorthPointe Christian,89,59,4177,1414,north pointe christian schools,GRAND RAPIDS
kettering high school,Detroit Kettering,85,50,4178,373,eastern high school,ADA
detroit country day high school,Detroit Country Day,91,71,4179,1349,detroit country day school,BEVERLY HILLS
grand haven high school,Grand Haven,100,53,4180,474,grand haven high school,GRAND HAVEN
coloma high school,Coloma,100,42,4181,271,coloma high school,COLOMA
three rivers high school,Three Rivers,100,56,4182,1170,three rivers high school,THREE RIVERS
northview high school,Grand Rapids Northview,100,57,4183,905,northview high school,GRAND RAPIDS
cheboygan area high school,Cheboygan,100,50,4184,236,cheboygan area high school,CHEBOYGAN
allen academy high school,Detroit Allen Academy,85,67,4185,765,madison academy high school,Burton
mio-au sable high school,Mio,96,44,4186,837,mioausable high school,MIO
edwardsburg high school,Edwardsburg,100,59,4187,388,edwardsburg high school,EDWARDSBURG
rockford high school,Rockford,100,50,4188,1048,rockford high school,ROCKFORD
lamphere high school,Madison Heights Lamphere,100,56,4189,695,lamphere high school,MADISON HEIGHTS
divine child high school,Dearborn Divine Child,100,59,4190,1352,divine child high school,DEARBORN
brandon high school,Ortonville Brandon,100,54,4191,132,brandon high school,ORTONVILLE
unionville sebewaing high school,Unionville-Sebewaing,98,67,4192,1191,unionvillesebewaing high school,SEBEWAING
traverse city central high school,Traverse City Central,86,59,4193,1175,traverse city high school,TRAVERSE CITY
saginaw high school,Saginaw,100,46,4194,1064,saginaw high school,SAGINAW
quincy high school,Quincy,100,50,4195,1017,quincy high school,QUINCY
holly high school,Holly,100,36,4196,558,holly high school,HOLLY
sacred heart academy high school,Mount Pleasant Sacred Heart,77,54,4197,224,chandler park academy high school,HARPER WOODS
imlay city high school,Imlay City,100,50,4198,590,imlay city high school,IMLAY CITY
carman-ainsworth high school,Flint Carman-Ainsworth,98,55,4199,190,carmanainsworth high school,Flint
maplewood baptist academy,Kinross Maplewood Baptist,73,48,4200,1362,fostoria baptist academy,FOSTORIA
augres-sims high school,Au Gres-Sims,96,46,4201,61,au gressims high school,Au Gres
gabriel richard high school,Riverview Gabriel Richard,95,60,4202,1363,fr gabriel richard high school,ANN ARBOR
caledonia high school,Caledonia,100,53,4203,166,caledonia high school,CALEDONIA
lakeview high school,Lakeview,100,50,4204,688,lakeview high school,LAKEVIEW
whitehall high school,Whitehall,86,43,4205,1290,whitehall senior high school,WHITEHALL
advanced technology academy,Dearborn Advanced Tech Academy,100,67,4206,18,advanced technology academy,DEARBORN
pinckney high school,Pinckney,84,56,4207,1017,quincy high school,QUINCY
dowagiac union high school,Dowagiac,79,40,4208,1188,union high school,GRAND RAPIDS
edsel ford high school,Dearborn Edsel Ford,100,51,4209,385,edsel ford high school,DEARBORN
churchill high school,Livonia Churchill,100,59,4210,248,churchill high school,LIVONIA
ithaca high school,Ithaca,100,45,4211,615,ithaca high school,ITHACA
holton high school,Holton,100,42,4212,560,holton high school,HOLTON
oakridge high school,Muskegon Oakridge,100,54,4213,925,oakridge high school,MUSKEGON
climax-scotts high school,Climax-Scotts,98,54,4214,258,climaxscotts high school,CLIMAX
grass lake high school,Grass Lake,100,52,4215,487,grass lake high school,GRASS LAKE
voyageur college prep,Detroit Voyageur College Prep,100,72,4216,1224,voyageur college prep,DETROIT
north huron high school,Kinde North Huron,93,57,4217,1001,port huron high school,PORT HURON
frankel jewish academy,West Bloomfield Frankel Jewish Academy,72,55,4218,1364,frankel jewish academy of metro detroit,WEST BLOOMFIELD
millington high school,Millington,100,56,4219,835,millington high school,MILLINGTON
calvary christian high school,Roseville Calvary Christian,89,58,4220,1335,calvary christian schools,FRUITPORT
ladywood high school,Livonia Ladywood,90,48,4221,693,lakewood high school,LAKE ODESSA
university prep academy,Detroit University Prep,89,50,4222,1200,university yes academy,Detroit
bloomingdale high school,Bloomingdale,83,47,4223,808,melvindale high school,MELVINDALE
forest hills eastern high school,Ada Forest Hills Eastern,79,49,4224,1098,southeastern high school,Detroit
memphis high school,Memphis,81,46,4225,931,okemos high school,OKEMOS
regina high school,Warren Regina,100,50,4226,1431,regina high school,WARREN
central lake high school,Central Lake,88,67,4227,214,central high school,GRAND RAPIDS
byron center charter school,Byron Center Charter,100,72,4228,160,byron center charter school,BYRON CENTER
heritage high school,Saginaw Heritage,100,55,4229,541,heritage high school,SAGINAW
l'anse creuse north high school,Macomb L'Anse Creuse North,74,44,4230,37,alma senior high school,ALMA
dundee high school,Dundee,85,40,4231,707,lee high school,Wyoming
ontonagon area high school,Ontonagon,89,53,4232,938,ontonagon area school,ONTONAGON
calhoun christian school,Battle Creek Calhoun Christian,100,56,4233,1334,calhoun christian school,BATTLE CREEK
montabella high school,Blanchard Montabella,86,46,4234,844,montague high school,MONTAGUE
john glenn high school,Westland John Glenn,100,48,4235,634,john glenn high school,BAY CITY
northwestern high school,inactive,93,55,4236,910,northwest high school,JACKSON
shrine catholic high school,Royal Oak Shrine Catholic,100,61,4237,1437,shrine catholic high school,ROYAL OAK
willow run high school,Ypsilanti Willow Run,80,48,4238,1294,williamston high school,WILLIAMSTON
detroit catholic central high school,Detroit Catholic Central,88,69,4239,1340,catholic central high school,NOVI
airport high school,Carleton Airport,86,47,4240,193,caro high school,CARO
woodhaven high school,Brownstown Woodhaven,100,51,4241,1300,woodhaven high school,FLAT ROCK
aquinas high school,Southgate Aquinas,86,49,4242,1017,quincy high school,QUINCY
pentecostal christian academy,Detroit Pentecostal Christian,78,51,4243,1420,novi christian academy,NOVI
spring lake high school,Spring Lake,100,53,4244,1111,spring lake high school,SPRING LAKE
beecher high school,Flint Beecher,100,55,4245,90,beecher high school,FLINT
st clement high school,Center Line St Clement,85,55,4246,53,ascent high school,BAD AXE
kearsley high school,Flint Kearsley,100,50,4247,650,kearsley high school,FLINT
hackett catholic prep,Kalamazoo Hackett Catholic Prep,100,69,4248,1374,hackett catholic prep,KALAMAZOO
marvin l winans academy of performing arts,Detroit Winans Academy,62,65,4249,1364,frankel jewish academy of metro detroit,WEST BLOOMFIELD
our lady of the lakes high school,Waterford Our Lady of the Lakes,89,56,4250,1424,our lady of the lakes catholic school,WATERFORD
arthur hill high school,Saginaw Arthur Hill,100,53,4251,50,arthur hill high school,SAGINAW
alba high school,Alba,88,44,4252,39,alpena high school,ALPENA
port huron high school,Port Huron,100,57,4253,1001,port huron high school,PORT HURON
almont high school,Almont,100,44,4254,38,almont high school,ALMONT
portage northern high school,Portage Northern,100,64,4255,1006,portage northern high school,PORTAGE
swartz creek high school,Swartz Creek,100,56,4256,1145,swartz creek high school,SWARTZ CREEK
detroit central high school,Detroit Central,84,59,4257,1340,catholic central high school,NOVI
reese high school,Reese,100,40,4258,1025,reese high school,Reese
ida high school,Ida,100,33,4259,588,ida high school,IDA
hopkins high school,Hopkins,100,46,4260,567,hopkins high school,HOPKINS
st mary high school,Lake Leelanau St Mary,87,50,4261,1116,st clair high school,SAINT CLAIR
marion high school,Marion,100,50,4262,785,marion high school,Marion
onsted high school,Onsted,84,40,4263,844,montague high school,MONTAGUE
cass technical high school,Detroit Cass Tech,100,54,4264,204,cass technical high school,DETROIT
belding area high school,Belding,88,62,4265,93,belding high school,BELDING
atlanta high school,Atlanta,87,39,4266,527,hartland high school,HARTLAND
berkley high school,Berkley,100,46,4267,106,berkley high school,BERKLEY
flat rock high school,Flat Rock,82,40,4268,444,fulton high school,MIDDLETON
rapid river high school,Rapid River,81,50,4269,1170,three rivers high school,THREE RIVERS
birch run high school,Birch Run,100,47,4270,116,birch run high school,BIRCH RUN
otsego high school,Otsego,100,42,4271,945,otsego high school,OTSEGO
henry ford high school,Detroit Henry Ford,100,55,4272,539,henry ford high school,Detroit
lake city area high school,Lake City,89,47,4273,675,lake city high school,Lake City
atherton high school,Burton Atherton,89,53,4274,56,athens high school,Troy
waterford mott high school,Waterford Mott,100,60,4275,1245,waterford mott high school,WATERFORD
reed city high school,Reed City,100,47,4276,1024,reed city high school,REED CITY
hillsdale high school,Hillsdale,100,62,4277,553,hillsdale high school,HILLSDALE
leslie high school,Leslie,100,42,4278,712,leslie high school,LESLIE
martin high school,Martin,100,47,4279,793,martin high school,MARTIN
howell high school,Howell,100,42,4280,574,howell high school,HOWELL
walled lake central high school,Walled Lake Central,100,64,4281,1229,walled lake central high school,COMMERCE TOWNSHIP
bangor high school,Bangor,100,42,4282,66,bangor high school,BANGOR
potterville high school,Potterville,100,59,4283,1009,potterville high school,POTTERVILLE
canton high school,Canton,100,42,4284,172,canton high school,CANTON
beal city high school,Beal City,100,47,4285,85,beal city high school,MOUNT PLEASANT
dansville high school,Dansville,100,56,4286,316,dansville high school,DANSVILLE
west bloomfield high school,West Bloomfield,100,63,4287,1266,west bloomfield high school,WEST BLOOMFIELD
allen park high school,Allen Park,100,50,4288,35,allen park high school,ALLEN PARK
durand area high school,Durand,100,38,4289,360,durand area high school,DURAND
lake linden-hubbell high school,Lake Linden-Hubbell,88,67,4290,678,lake lindenhubbell schools,LAKE LINDEN
orchard view high school,Muskegon Orchard View,100,53,4291,941,orchard view high school,MUSKEGON
western high school,Parma Western,100,52,4292,1276,western high school,PARMA
taylor center high school,Taylor Center,86,69,4293,161,byron center high school,BYRON CENTER
st charles high school,St Charles,86,46,4294,1116,st clair high school,SAINT CLAIR
saranac high school,Saranac,88,50,4295,1074,saranac jrsr high school,SARANAC
north adams-jerome high school,North Adams-Jerome,89,53,4296,889,north adamsjerome middlehigh school,NORTH ADAMS
providence christian high school,Fremont Providence Christian,84,55,4297,1346,covenant christian high school,GRAND RAPIDS
allendale high school,Allendale,100,53,4298,36,allendale high school,ALLENDALE
central high school,Bay City Central,100,59,4299,214,central high school,GRAND RAPIDS
l'anse high school,L'Anse,86,29,4300,251,clare high school,CLARE
flint southwestern classical academy,Flint Southwestern,91,55,4301,1105,southwestern classical academy,FLINT
kenowa hills high school,Grand Rapids Kenowa Hills,100,59,4302,658,kenowa hills high school,GRAND RAPIDS
cesar chavez academy high school,Detroit Cesar Chavez Academy,86,60,4303,223,cesar chavez high school,DETROIT
gull lake high school,Richland Gull Lake,100,52,4304,500,gull lake high school,RICHLAND
de la salle collegiate ,Warren De La Salle Collegiate,81,57,4305,1347,de la salle collegiate high school,WARREN
grayling high school,Grayling,100,50,4306,488,grayling high school,GRAYLING
alanson high school,Alanson ,89,48,4307,257,clawson high school,Clawson
union city high school,Union City,100,50,4308,1187,union city high school,UNION CITY
old redford preparatory high school,Detroit Old Redford,84,54,4309,47,arbor preparatory high school,Ypsilanti
calvary christian academy,Ypsilanti Calvary Christian,82,58,4310,1330,brockway christian academy,MORLEY
forest hills central high school,Grand Rapids Forest Hills Central,78,59,4311,1004,portage central high school,PORTAGE
superior central high school,Eben Junction Superior Central,90,56,4312,1140,superior central school,Eben Junction
northern high school,Pontiac Northern,100,50,4313,903,northern high school,GRAND RAPIDS
michigan collegiate high school,Warren Michigan Collegiate,91,55,4314,820,michigan collegiate middlehigh school,WARREN
thornapple kellogg high school,Middleville Thornapple Kellogg,100,53,4315,1169,thornapple kellogg high school,MIDDLEVILLE
clarenceville high school,Livonia Clarenceville,100,54,4316,254,clarenceville high school,LIVONIA
pinconning area high school,Pinconning,90,56,4317,987,pinconning high school,PINCONNING
burr oak high school,Burr Oak,100,48,4318,156,burr oak high school,Burr Oak
fennville high school,Fennville,86,46,4319,316,dansville high school,DANSVILLE
detroit academy of arts & sciences,Detroit Academy of Arts & Sciences,68,62,4320,1268,west mi academy of environmental science,GRAND RAPIDS
fenton high school,Fenton,92,50,4321,1176,trenton high school,TRENTON
marcellus high school,Marcellus,100,53,4322,782,marcellus high school,Marcellus
auburn hills christian school,Auburn Hills Christian,100,75,4323,1319,auburn hills christian school,AUBURN HILLS
northport high school,Northport,88,50,4324,903,northern high school,GRAND RAPIDS
lee high school,Wyoming Lee,100,47,4325,707,lee high school,Wyoming
big bay de noc high school,Cooks Big Bay de Noc,89,54,4326,113,big bay de noc school,COOKS
beaverton high school,Beaverton,85,50,4327,373,eastern high school,ADA
forest area high school,Fife Lake Forest Area,100,46,4328,424,forest area high school,FIFE LAKE
harbor springs high school,Harbor Springs,100,60,4329,515,harbor springs high school,HARBOR SPGS
wakefield-marenisco high school,Wakefield-Marenisco,89,73,4330,1225,wakefieldmarenisco school,WAKEFIELD
