School Name,u_school_id,school_district,school_district_id,total_students,teachers,student_teacher_ratio,lunch_free_count,lunch_reduced_count,lunch_total_count,9th,10th,11th,12th,demo_pct_American Indian,demo_pct_Asian,demo_pct_Black,demo_pct_Hispanic,demo_pct_Pacific Islander,demo_pct_White,demo_pct_Two_or_More,Male,Female,HS_ENROLL,Coed,Relig,Locale_x,Community_Type,Charter,Magnet,Relig_subtype,type,Street Address,City,State,ZIP,Locale_y,PSS_COUNTY_NO,County FIPS,Phone,Locale,student_teacher_info,County Name,PSS_ASSOC_1,Title I School,Title 1 School Wide
Belding High School,260453004142,Belding Area School District,2604530.0,578.0,28.58,20.22,239,31,270,128.0,141.0,123.0,186.0,0.0,0.012110726643598616,0.006920415224913495,0.10207612456747404,0.0,0.8529411764705882,0.025951557093425604,0.0008979777540977717,0.0008321260521306019,392.0,Yes,None,Town: Distant,Town,No,No,None,public,850 HALL ST,BELDING,MI,48809,Town: Distant,,,,,,,,,
Bellaire MiddleHigh School,260462004147,Bellaire Public Schools,2604620.0,172.0,12.86,13.37,63,7,70,27.0,21.0,30.0,,0.01744186046511628,0.0,0.0,0.046511627906976744,0.0,0.8895348837209303,0.046511627906976744,0.0029745808545159546,0.0028393726338561383,78.0,Yes,None,Rural: Remote,Rural,No,No,None,public,204 WEST FORREST HOME AVE,BELLAIRE,MI,49615,Rural: Remote,,,,,,,,,
Belleville High School,263456007030,Van Buren Public Schools,2634560.0,1790.0,76.5,23.4,793,70,863,520.0,469.0,405.0,393.0,0.003910614525139665,0.0111731843575419,0.46759776536312847,0.0446927374301676,0.0,0.4374301675977654,0.03519553072625698,0.00028900471271183794,0.000269654505165257,1394.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,501 WEST COLUMBIA AVE,BELLEVILLE,MI,48111,Suburb: Large,,,,,,,,,
Bellevue JrSr High School,260465004150,Bellevue Community Schools,2604650.0,283.0,12.5,22.64,132,6,138,62.0,43.0,38.0,47.0,0.0,0.0035335689045936395,0.0353356890459364,0.024734982332155476,0.007067137809187279,0.901060070671378,0.028268551236749116,0.0016606525240669755,0.001872916380526664,143.0,Yes,None,Rural: Distant,Rural,No,No,None,public,576 LOVE HWY,BELLEVUE,MI,49021,Rural: Distant,,,,,,,,,
Bendle High School,260474004152,Bendle Public Schools,2604740.0,339.0,19.4,17.47,289,14,303,94.0,83.0,89.0,73.0,0.008849557522123894,0.0,0.07669616519174041,0.0471976401179941,0.0,0.7522123893805309,0.11504424778761062,0.0015836966263781207,0.0013661558809965105,266.0,Yes,None,Suburb: Large,Suburban,No,Yes,None,public,2283 EAST SCOTTWOOD AVE,BURTON,MI,48529,Suburb: Large,,,,,,,,,
Benjamin Carson High School of Science and Medicine,260110308271,Detroit Public Schools Community District,2601103.0,187.0,18.0,10.39,155,0,155,30.0,36.0,62.0,59.0,0.0053475935828877,0.0962566844919786,0.7967914438502673,0.0106951871657754,0.0106951871657754,0.0748663101604278,0.0053475935828877,0.001973176241814178,0.003374417341073522,128.0,Yes,None,City: Large,City,No,No,None,public,571 Mack Avenue,Detroit,MI,48201,City: Large,,,,,,,,,
Benjamin Franklin Middle School,260001503882,Wayne-westland Community School District,2600015.0,685.0,43.1,15.89,456,12,468,3.0,0.0,0.0,,0.00583941605839416,0.01167883211678832,0.4131386861313869,0.061313868613138686,0.00145985401459854,0.43795620437956206,0.06861313868613139,0.0007885342852576056,0.0006713197293409345,3.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,33555 ANNAPOLIS ST,WAYNE,MI,48184,Suburb: Large,,,,,,,,,
Bentley High School BOLD Academy,260480008508,Bentley Community School District,2604800.0,35.0,23.2,1.51,27,2,29,2.0,3.0,7.0,23.0,0.0,0.0,0.0,0.05714285714285714,0.0,0.8571428571428571,0.08571428571428572,0.020408163265306124,0.008163265306122448,12.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,1150 N BELSAY RD,BURTON,MI,48509,Suburb: Large,,,,,,,,,
Bentley Senior High School,260480004160,Bentley Community School District,2604800.0,250.0,13.1,19.08,184,26,210,67.0,65.0,61.0,57.0,0.008,0.008,0.136,0.104,0.0,0.712,0.032,0.00216,0.00184,193.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,1150 NORTH BELSAY RD,BURTON,MI,48509,Suburb: Large,,,,,,,,,
Benton Harbor High School,260483004162,Benton Harbor Area Schools,2604830.0,475.0,25.0,19.0,451,10,461,137.0,119.0,108.0,111.0,0.002105263157894737,0.002105263157894737,0.9389473684210526,0.014736842105263158,0.002105263157894737,0.018947368421052633,0.021052631578947368,0.0011966759002770082,0.0009085872576177286,364.0,Yes,None,Suburb: Small,Suburban,No,Yes,None,public,870 COLFAX AVE,BENTON HARBOR,MI,49022,Suburb: Small,,,,,,,,,
Benzie Academy,260495008155,Benzie County Central Schools,2604950.0,94.0,1.79,52.51,70,3,73,12.0,20.0,21.0,,0.0851063829787234,0.010638297872340425,0.010638297872340425,0.05319148936170213,0.0,0.8191489361702128,0.02127659574468085,0.005885015844273427,0.0047532820280669985,53.0,Yes,None,Rural: Remote,Rural,No,No,None,public,9300 HOMESTEAD RD,BENZONIA,MI,49616,Rural: Remote,,,,,,,,,
Benzie Central Sr High School,260495004182,Benzie County Central Schools,2604950.0,330.0,16.89,19.54,157,9,166,84.0,104.0,67.0,75.0,0.012121212121212121,0.012121212121212121,0.0030303030303030303,0.045454545454545456,0.0030303030303030303,0.9,0.024242424242424242,0.00155188246097337,0.0014784205693296603,255.0,Yes,None,Rural: Remote,Rural,No,No,None,public,9300 HOMESTEAD RD,BENZONIA,MI,49616,Rural: Remote,,,,,,,,,
Berkley High School,260501004187,Berkley School District,2605010.0,1259.0,71.7,17.56,215,9,224,301.0,315.0,285.0,346.0,0.0007942811755361397,0.021445591739475776,0.17077045274027006,0.03415409054805401,0.0,0.7466243050039714,0.026211278792692614,0.00037852955148664325,0.00041575162404949655,901.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,2325 CATALPA DR,BERKLEY,MI,48072,Suburb: Large,,,,,,,,,
Berrien County Juvenile Center,268016000464,Berrien Resa,2680160.0,19.0,4.0,4.75,16,0,16,4.0,7.0,3.0,,0.0,0.0,0.631578947368421,0.0,0.0,0.2631578947368421,0.10526315789473684,0.0443213296398892,0.008310249307479223,14.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,379 WEST GLENLORD RD,SAINT JOSEPH,MI,49085,Rural: Fringe,,,,,,,,,
Berrien Springs Discovery Academy,260543001563,Berrien Springs Public Schools,2605430.0,85.0,3.0,28.33,58,2,60,13.0,22.0,18.0,32.0,0.0,0.0,0.16470588235294117,0.17647058823529413,0.011764705882352941,0.6352941176470588,0.011764705882352941,0.006228373702422145,0.005536332179930796,53.0,Yes,None,Town: Fringe,Town,No,No,None,public,242 SYLVESTER AVE,BERRIEN SPRGS,MI,49103,Town: Fringe,,,,,,,,,
Berrien Springs High School,260543004199,Berrien Springs Public Schools,2605430.0,527.0,29.67,17.76,239,28,267,162.0,127.0,138.0,100.0,0.0018975332068311196,0.06261859582542695,0.22960151802656548,0.1650853889943074,0.013282732447817837,0.4781783681214421,0.04933586337760911,0.0010261801972426359,0.0008713530095884838,427.0,Yes,None,Town: Fringe,Town,No,Yes,None,public,PO Box 130,BERRIEN SPRINGS,MI,49103,Town: Fringe,,,,,,,,,
Bethany Based School,261644000878,Grand Rapids Public Schools,2616440.0,21.0,2.4,8.75,12,0,12,5.0,,,,0.0,0.0,0.047619047619047616,0.047619047619047616,0.0,0.8571428571428571,0.047619047619047616,0.047619047619047616,0.0,5.0,Yes,None,City: Midsize,City,No,No,None,public,901 EASTERN AVE NE,GRAND RAPIDS,MI,49503,City: Midsize,,,,,,,,,
Big Rapids High School,260578004205,Big Rapids Public Schools,2605780.0,650.0,29.2,22.26,240,27,267,191.0,183.0,149.0,127.0,0.0015384615384615385,0.009230769230769232,0.027692307692307693,0.013846153846153847,0.0,0.92,0.027692307692307693,0.0008236686390532544,0.000714792899408284,523.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,21175 15 MILE RD,BIG RAPIDS,MI,49307,Rural: Fringe,,,,,,,,,
Birch Run High School,260582004210,Birch Run Area Schools,2605820.0,618.0,27.07,22.83,245,32,277,169.0,154.0,155.0,140.0,0.009708737864077669,0.0016181229773462784,0.01779935275080906,0.0744336569579288,0.0,0.8689320388349514,0.02750809061488673,0.0008090614886731392,0.0008090614886731392,478.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,12450 CHURCH ST,BIRCH RUN,MI,48415,Rural: Fringe,,,,,,,,,
Birch Run Progressive High School,260582007768,Birch Run Area Schools,2605820.0,22.0,0.75,29.33,13,1,14,1.0,0.0,3.0,18.0,0.045454545454545456,0.09090909090909091,0.09090909090909091,0.09090909090909091,0.0,0.6818181818181818,0.0,0.028925619834710745,0.01652892561983471,4.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,12450 CHURCH ST,BIRCH RUN,MI,48415,Rural: Fringe,,,,,,,,,
Black River Public School MiddleHigh,260011400705,Black River Public School,2600114.0,508.0,40.17,12.65,95,9,104,82.0,67.0,73.0,,0.0,0.03543307086614173,0.021653543307086614,0.21456692913385828,0.0,0.655511811023622,0.07283464566929133,0.0009571269142538286,0.0010113770227540455,222.0,Yes,None,City: Small,City,Yes,No,None,public,491 COLUMBIA AVE,HOLLAND,MI,49423,City: Small,,,,,,,,,
Blended Learning Academies Credit Recovery High School,260107208593,Blended Learning Academies Credit Recovery High School,2601072.0,123.0,6.0,20.5,83,1,84,34.0,37.0,28.0,24.0,0.016260162601626018,0.008130081300813009,0.14634146341463414,0.2032520325203252,0.0,0.5447154471544715,0.08130081300813008,0.004362482649216736,0.003767598651596272,99.0,Yes,None,Rural: Fringe,Rural,Yes,No,None,public,1754 E CLARK RD,LANSING,MI,48906,Rural: Fringe,,,,,,,,,
Blended Learning Academies Credit Recovery High School Liv,260107209013,Blended Learning Academies Credit Recovery High School,2601072.0,18.0,2.0,9.0,11,0,11,4.0,8.0,5.0,1.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.7777777777777778,0.0,0.037037037037037035,0.018518518518518517,17.0,Yes,None,City: Small,City,Yes,No,None,public,30218 PLYMOUTH RD,LIVONIA,MI,48150,City: Small,,,,,,,,,
Blissfield High School,260600004229,Blissfield Community Schools,2606000.0,355.0,22.7,15.64,102,8,110,92.0,90.0,91.0,82.0,0.0,0.0028169014084507044,0.014084507042253521,0.10704225352112676,0.0,0.8704225352112676,0.005633802816901409,0.0014679627058123387,0.0013489387026383653,273.0,Yes,None,Town: Fringe,Town,No,No,None,public,630 SOUTH LANE ST,BLISSFIELD,MI,49228,Town: Fringe,,,,,,,,,
Bloomfield Hills High School,260609008480,Bloomfield Hills Schools,2606090.0,1715.0,108.67,15.78,216,21,237,410.0,422.0,396.0,487.0,0.0005830903790087463,0.08571428571428572,0.08979591836734693,0.0402332361516035,0.0005830903790087463,0.7329446064139942,0.05014577259475218,0.000292055181089512,0.0002910351979192343,1228.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,4200 ANDOVER RD,BLOOMFIELD TOWNSHIP,MI,48302,Suburb: Large,,,,,,,,,
Bloomingdale Middle and High School,260627004247,Bloomingdale Public School District,2606270.0,589.0,36.34,16.21,403,44,447,110.0,105.0,60.0,,0.0050933786078098476,0.003395585738539898,0.04753820033955857,0.41765704584040747,0.0,0.5127334465195246,0.013582342954159592,0.0008416901830676149,0.0008561026862023342,275.0,Yes,None,Rural: Distant,Rural,No,No,None,public,PO Box 217,Bloomingdale,MI,49026,Rural: Distant,,,,,,,,,
Blue Water Middle College Academy,260099208258,Blue Water Middle College,2600992.0,296.0,19.22,15.4,119,2,121,0.0,8.0,17.0,271.0,0.0,0.0033783783783783786,0.04054054054054054,0.04391891891891892,0.0,0.8885135135135135,0.02364864864864865,0.001095690284879474,0.002282688093498904,25.0,Yes,None,Suburb: Small,Suburban,Yes,No,None,public,323 Erie Street,Port Huron,MI,48061,Suburb: Small,,,,,,,,,
Boyne City High School,260650004252,Boyne City Public Schools,2606500.0,436.0,25.52,17.08,132,9,141,112.0,118.0,102.0,104.0,0.006880733944954129,0.011467889908256881,0.0,0.0389908256880734,0.0022935779816513763,0.9151376146788991,0.02522935779816514,0.00102579749179362,0.001267780489857756,332.0,Yes,None,Town: Remote,Town,No,No,None,public,1035 BOYNE AVE,BOYNE CITY,MI,49712,Town: Remote,,,,,,,,,
Brandon High School,260657004257,Brandon School District In The Counties Of Oakland And Lapee,2606570.0,774.0,36.0,21.5,240,25,265,177.0,205.0,189.0,203.0,0.00904392764857881,0.02454780361757106,0.028423772609819122,0.07881136950904392,0.0,0.8333333333333334,0.025839793281653745,0.0006543410185018261,0.0006376486455808612,571.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,1025 SOUTH ORTONVILLE RD,ORTONVILLE,MI,48462,Rural: Fringe,,,,,,,,,
Brandywine Innovation Academy,260660000469,Brandywine Community Schools,2606600.0,84.0,2.0,42.0,50,3,53,17.0,15.0,20.0,,0.011904761904761904,0.0,0.011904761904761904,0.011904761904761904,0.0,0.8571428571428571,0.10714285714285714,0.005952380952380952,0.005952380952380952,52.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,1830 S 3RD ST,NILES,MI,49120,Suburb: Large,,,,,,,,,
Brandywine Senior High School,260660004262,Brandywine Community Schools,2606600.0,382.0,19.5,19.59,152,16,168,137.0,89.0,90.0,66.0,0.015706806282722512,0.005235602094240838,0.03926701570680628,0.07329842931937172,0.0,0.8036649214659686,0.06282722513089005,0.0012883418765932953,0.0013294591705271237,316.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,1700 BELL RD,NILES,MI,49120,Rural: Fringe,,,,,,,,,
Breckenridge High School,260663004263,Breckenridge Community Schools,2606630.0,331.0,19.46,17.01,154,22,176,37.0,46.0,56.0,,0.0030211480362537764,0.0030211480362537764,0.0030211480362537764,0.08157099697885196,0.0,0.8882175226586103,0.021148036253776436,0.001496883014941448,0.0015242650213123283,139.0,Yes,None,Rural: Distant,Rural,No,No,None,public,PO Box 217,Breckenridge,MI,48615,Rural: Distant,,,,,,,,,
Brethren High School,262001005681,Kaleva Norman Dickson School District,2620010.0,182.0,11.16,16.31,124,7,131,43.0,55.0,48.0,36.0,0.04945054945054945,0.0,0.02197802197802198,0.04945054945054945,0.02197802197802198,0.8186813186813187,0.038461538461538464,0.0027170631566235965,0.002777442337881898,146.0,Yes,None,Rural: Remote,Rural,No,No,None,public,4400 NORTH HIGH BRIDGE RD,BRETHREN,MI,49619,Rural: Remote,,,,,,,,,
Bridge Academy,260030608968,Bridge Academy,2600306.0,413.0,5.75,71.83,410,0,410,102.0,115.0,104.0,92.0,0.0,0.10653753026634383,0.024213075060532687,0.004842615012106538,0.0,0.864406779661017,0.0,0.0007387039848976074,0.0016826035211556613,321.0,Yes,None,Suburb: Large,Suburban,Yes,No,None,public,3120 CARPENTER ST,HAMTRAMCK,MI,48212,Suburb: Large,,,,,,,,,
Bridge Academy of Southwest Michigan,260113609001,Bridge Academy Of Southwest Michigan,2601136.0,72.0,3.5,20.57,58,0,58,31.0,23.0,14.0,4.0,0.0,0.0,0.6944444444444444,0.1388888888888889,0.0,0.1527777777777778,0.013888888888888888,0.006172839506172839,0.00771604938271605,68.0,Yes,None,Suburb: Small,Suburban,Yes,No,None,public,499 WEST MAIN ST,BENTON HARBOR,MI,49022,Suburb: Small,,,,,,,,,
Bridge Alternative High School,260687007925,Brighton Area Schools,2606870.0,76.0,5.8,13.1,37,7,44,3.0,12.0,22.0,39.0,0.0,0.0,0.0,0.013157894736842105,0.0,0.9342105263157895,0.05263157894736842,0.008137119113573408,0.005020775623268699,37.0,Yes,None,Suburb: Midsize,Suburban,No,No,None,public,125 SOUTH CHURCH ST,BRIGHTON,MI,48116,Suburb: Midsize,,,,,,,,,
Bridgeport High School,260678004274,Bridgeport-spaulding Community School District,2606780.0,564.0,27.15,20.77,477,7,484,157.0,144.0,142.0,110.0,0.0017730496453900709,0.0,0.7127659574468085,0.11524822695035461,0.0017730496453900709,0.1276595744680851,0.040780141843971635,0.0009745485639555354,0.0007985010814345355,443.0,Yes,None,Suburb: Midsize,Suburban,No,Yes,None,public,4691 BEARCAT BLVD,Bridgeport,MI,48722,Suburb: Midsize,,,,,,,,,
Bridgman High School,260684004281,Bridgman Public Schools,2606840.0,275.0,19.6,14.03,75,10,85,77.0,69.0,63.0,66.0,0.0,0.02181818181818182,0.02181818181818182,0.04363636363636364,0.0,0.8763636363636363,0.03636363636363636,0.0017322314049586778,0.0019041322314049588,209.0,Yes,None,Suburb: Small,Suburban,No,No,None,public,9964 GAST RD,BRIDGMAN,MI,49106,Suburb: Small,,,,,,,,,
Brighton High School,260687004283,Brighton Area Schools,2606870.0,1963.0,102.8,19.1,193,16,209,489.0,493.0,477.0,504.0,0.0020376974019358125,0.016811003565970453,0.004584819154355578,0.046357615894039736,0.0010188487009679063,0.9062659195109526,0.02292409577177789,0.0002512087474622856,0.00025821560302166755,1459.0,Yes,None,Suburb: Midsize,Suburban,No,No,None,public,7878 BRIGHTON RD,BRIGHTON,MI,48116,Suburb: Midsize,,,,,,,,,
Bronson JrSr High School,260696004294,Bronson Community School District,2606960.0,545.0,25.0,21.8,283,43,326,91.0,82.0,76.0,,0.0,0.005504587155963303,0.001834862385321101,0.2036697247706422,0.0,0.7743119266055046,0.014678899082568808,0.0009830822321353421,0.0008517801531857588,249.0,Yes,None,Rural: Distant,Rural,No,No,None,public,450 EAST GRANT ST,BRONSON,MI,49028,Rural: Distant,,,,,,,,,
Brown City High School,260704004301,Brown City Community Schools,2607040.0,362.0,16.45,22.01,179,23,202,58.0,51.0,69.0,64.0,0.0027624309392265192,0.0055248618784530384,0.019337016574585635,0.024861878453038673,0.0,0.9419889502762431,0.0055248618784530384,0.0014422636671652272,0.0013201672720612925,178.0,Yes,None,Rural: Distant,Rural,No,No,None,public,4400 Second St PO Box 160,Brown City,MI,48416,Rural: Distant,,,,,,,,,
Buchanan High School,260714004308,Buchanan Community Schools,2607140.0,537.0,32.2,16.68,187,20,207,119.0,105.0,97.0,104.0,0.00558659217877095,0.00186219739292365,0.0260707635009311,0.027932960893854747,0.0,0.8864059590316573,0.0521415270018622,0.0008981547947248144,0.0009640425981988355,321.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,401 WEST CHICAGO ST,BUCHANAN,MI,49107,Suburb: Large,,,,,,,,,
Bullock Creek High School,260732004320,Bullock Creek School District,2607320.0,518.0,27.4,18.91,138,16,154,125.0,142.0,100.0,151.0,0.003861003861003861,0.007722007722007722,0.009652509652509652,0.021235521235521235,0.0019305019305019305,0.9324324324324325,0.023166023166023165,0.000920528912806905,0.0010099730176950253,367.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,1420 SOUTH BADOUR RD,MIDLAND,MI,48640,Rural: Fringe,,,,,,,,,
Burr Oak High School,260741004327,Burr Oak Community School District,2607410.0,80.0,3.48,22.99,55,9,64,18.0,25.0,18.0,19.0,0.0,0.0,0.0125,0.125,0.0,0.85,0.0125,0.006875000000000001,0.005625,61.0,Yes,None,Rural: Distant,Rural,No,No,None,public,PO Box 337,Burr Oak,MI,49030,Rural: Distant,,,,,,,,,
Byron Area High School,260753004329,Byron Area Schools,2607530.0,261.0,13.37,19.52,87,7,94,63.0,44.0,66.0,88.0,0.011494252873563218,0.0038314176245210726,0.0,0.022988505747126436,0.0,0.9272030651340997,0.034482758620689655,0.0018790094097268096,0.001952408214794263,173.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,312 WEST MAPLE ST,BYRON,MI,48418,Rural: Fringe,,,,,,,,,
Byron Center High School,260756004332,Byron Center Public Schools,2607560.0,1306.0,77.09,16.94,218,38,256,376.0,332.0,303.0,295.0,0.006125574272588055,0.04134762633996937,0.01914241960183767,0.08652373660030628,0.0007656967840735069,0.7978560490045942,0.04823889739663093,0.0003775717679504889,0.00038812501612301803,1011.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,8500 BURLINGAME AVE SW,BYRON CENTER,MI,49315,Rural: Fringe,,,,,,,,,
CA Alternative EdAtlantis,260789001811,Carman-ainsworth Community Schools,2607890.0,80.0,2.9,27.59,66,1,67,21.0,22.0,16.0,20.0,0.0,0.0,0.6125,0.025,0.0,0.2625,0.1,0.00671875,0.00578125,59.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,G3493 Beveridge Rd,Flint,MI,48532,Suburb: Large,,,,,,,,,
CA Frost Environmental Science Academy Middle High School,261644001634,Grand Rapids Public Schools,2616440.0,367.0,19.0,19.32,222,41,263,53.0,57.0,48.0,,0.008174386920980926,0.005449591280653951,0.2016348773841962,0.28065395095367845,0.0,0.4141689373297003,0.08991825613079019,0.0013512610532411705,0.0013735345870858051,158.0,Yes,None,City: Midsize,City,No,No,None,public,1417 COVELL AVE NW,GRAND RAPIDS,MI,49504,City: Midsize,,,,,,,,,
Cadillac Innovation High School,260759007733,Cadillac Area Public Schools,2607590.0,148.0,5.21,28.41,108,5,113,40.0,41.0,42.0,25.0,0.006756756756756757,0.0,0.0,0.02027027027027027,0.0,0.9459459459459459,0.02702702702702703,0.003469685902118334,0.0032870708546384225,123.0,Yes,None,Town: Remote,Town,No,No,None,public,9600 EAST 13TH ST,CADILLAC,MI,49601,Town: Remote,,,,,,,,,
Cadillac Senior High School,260759004340,Cadillac Area Public Schools,2607590.0,899.0,39.34,22.85,366,45,411,274.0,215.0,208.0,202.0,0.004449388209121246,0.006674082313681869,0.012235817575083427,0.030033370411568408,0.0033370411568409346,0.917686318131257,0.025583982202447165,0.0005704026597343977,0.0005419443925459137,697.0,Yes,None,Town: Remote,Town,No,No,None,public,400 LINDEN ST,CADILLAC,MI,49601,Town: Remote,,,,,,,,,
Caledonia High School,260762004346,Caledonia Community Schools,2607620.0,1500.0,68.73,21.82,218,36,254,413.0,364.0,351.0,372.0,0.0,0.020666666666666667,0.010666666666666666,0.06666666666666667,0.0006666666666666666,0.854,0.04733333333333333,0.00035377777777777773,0.00031288888888888886,1128.0,Yes,None,Suburb: Large,Suburban,No,Yes,None,public,9050 KRAFT AVE SE,CALEDONIA,MI,49316,Suburb: Large,,,,,,,,,
